,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,surrenderRank,percentiles,DDSPF16percentiles,NFLpercentiles,play,result
96635,5,62,2,10:30,NYS,0,10,NOLA,NYS,NOLA,4,9,NYS,83,32,51,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by Z, D. of 32 yards. Returned by Rector, D. for 17 yards. First Down!",Returned
96631,5,62,2,11:36,NYS,0,10,NOLA,NOLA,NYS,4,1,NOLA,53,36,17,0.28966437973668774,9273.0,19.61541800503516,19.003681852459742,9.31924539338988,"Punt by Louis, L. of 36 yards.  No return. First Down!",No return
96686,5,62,3,6:58,NYS,10,23,NOLA,NYS,NOLA,4,27,NYS,71,46,25,0.6671881008000001,6860.0,40.45490059901033,39.48010468881693,29.57370576191869,"Punt by Z, D. of 46 yards.  No return. First Down!",No return
96583,5,56,4,0:28,SJS,39,23,PHI,SJS,PHI,4,2,PHI,47,27,20,3.585589576842243,2178.0,81.19194374511676,77.92662910881427,79.82962854635858,"Punt by McDairmid (C), M. of 47 yards.  Touchback.",Touchback
96627,5,62,2,13:00,NYS,0,10,NOLA,NYS,NOLA,4,10,NYS,75,36,39,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by Z, D. of 36 yards. Returned by Rector, D. for 0 yards. First Down!",Returned
96609,5,62,1,5:14,NYS,0,3,NOLA,NYS,NOLA,4,2,NYS,56,39,17,0.6964132345284753,6817.0,40.86726278322771,39.87046976888613,29.752851711026615,"Punt by Z, D. of 39 yards.  No return. First Down!",No return
96605,5,62,1,6:30,NYS,0,3,NOLA,NOLA,NYS,4,13,NOLA,82,58,24,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Louis, L. of 58 yards. Returned by Fank (R), H. for 13 yards. First Down!",Returned
96601,5,62,1,8:15,NYS,0,3,NOLA,NYS,NOLA,4,1,NYS,58,36,22,0.7194351596368544,6776.0,41.201493185172325,40.116665927338865,30.103831529687042,"Punt by Z, D. of 36 yards.  No return. First Down!",No return
96696,5,62,3,2:59,NYS,10,26,NOLA,NYS,NOLA,4,2,NYS,78,47,31,3.2995328664000003,2261.0,80.38458199496485,77.34551745552943,78.6304474992688,"Punt by Z, D. of 47 yards.  No return. First Down!",No return
96828,5,89,3,12:11,AUS,21,14,BER,AUS,BER,4,13,AUS,63,41,22,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by QB (R), P. of 41 yards. Returned by Quinn, A. for 6 yards. First Down!",Returned
96817,5,89,2,2:00,AUS,21,14,BER,BER,AUS,4,4,AUS,36,16,20,79.92369208336287,123.0,98.94088028474694,98.40305194517146,99.8025738520035,"Punt by Hunt, K. of 36 yards.  Touchback.",Touchback
96801,5,89,2,8:07,AUS,14,14,BER,AUS,BER,4,20,AUS,60,52,8,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by QB (R), P. of 52 yards.  No return. First Down!",No return
96720,5,62,4,8:35,NYS,10,29,NOLA,NYS,NOLA,4,9,NYS,93,36,57,3.7461889499999996,2075.0,81.99496484069797,78.54766446346981,80.59008482012284,"Punt by Z, D. of 36 yards. Returned by Rector, D. for 7 yards. First Down!",Returned
96715,5,62,4,10:03,NYS,10,29,NOLA,NOLA,NYS,4,1,NOLA,60,53,7,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Louis, L. of 53 yards.  No return. First Down!",No return
96711,5,62,4,11:40,NYS,10,29,NOLA,NYS,NOLA,4,5,NYS,66,46,20,4.1958,1819.0,84.21737998090111,80.27769152286741,83.10909622696695,"Punt by Z, D. of 46 yards. Returned by Rector, D. for 12 yards. First Down!",Returned
96756,5,89,1,12:26,AUS,0,0,BER,AUS,BER,4,2,BER,35,15,20,63.938953666690296,167.0,98.56324333709523,97.90400567803754,99.65084820122843,"Punt by QB (R), P. of 35 yards.  Touchback.",Touchback
96742,5,62,4,1:10,NYS,17,32,NOLA,NOLA,NYS,4,4,NYS,46,26,20,3.2270306191580187,2315.0,80.00260439274243,77.10819323071463,78.24107926294238,"Punt by Louis, L. of 46 yards.  Touchback.",Touchback
97468,5,76,3,9:47,CHI,14,13,SAR,CHI,SAR,4,4,SAR,40,20,20,9.635861796315933,941.0,91.87863529820297,88.37776693430334,92.693404504241,"Punt by Sidekick, S. of 40 yards.  Touchback.",Touchback
97461,5,76,3,13:30,CHI,14,13,SAR,SAR,CHI,4,8,SAR,74,65,9,1.6011664,3937.0,65.83036721937668,64.0021292640731,59.85668324071366,"Punt by PhastBawls, D. of 65 yards.  No return. First Down!",No return
97454,5,76,2,0:54,CHI,14,13,SAR,SAR,CHI,4,5,SAR,52,47,5,0.7647139625048556,6713.0,41.7527563156524,40.54030075855032,30.813103246563323,"Punt by PhastBawls, D. of 47 yards.  No return. First Down!",No return
97499,5,76,4,12:05,CHI,17,19,SAR,SAR,CHI,4,16,SAR,77,61,16,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by PhastBawls, D. of 61 yards. Returned by Shields (C), T. for 14 yards. First Down!",Returned
97398,5,76,1,6:13,CHI,0,7,SAR,CHI,SAR,4,8,CHI,60,45,15,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Sidekick, S. of 45 yards. Returned by Chan, R. for -5 yards. First Down!",Returned
97380,5,76,1,13:43,CHI,0,0,SAR,CHI,SAR,4,3,CHI,69,36,33,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Sidekick, S. of 36 yards. Returned by Chan, R. for 20 yards. First Down!",Returned
97443,5,76,2,3:52,CHI,7,13,SAR,SAR,CHI,4,1,SAR,56,36,20,0.2176291357901485,9510.0,17.488497265387622,17.160537639178457,8.657502193623866,"Punt by PhastBawls, D. of 55 yards.  Touchback.",Touchback
97436,5,76,2,7:18,CHI,7,13,SAR,CHI,SAR,4,4,CHI,58,39,19,0.43166109578211265,8005.0,30.532164250368954,29.48143547886262,18.94194208832992,"Punt by Sidekick, S. of 39 yards.  No return. First Down!",No return
97429,5,76,2,10:08,CHI,7,13,SAR,SAR,CHI,4,7,SAR,60,36,24,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by PhastBawls, D. of 36 yards.  No return. First Down!",No return
97646,5,87,3,0:31,NOLA,13,34,BER,BER,NOLA,4,1,BER,82,33,49,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Hunt, K. of 33 yards. Returned by Rector, D. for 12 yards. First Down!",Returned
97642,5,87,3,1:57,NOLA,13,34,BER,NOLA,BER,4,3,BER,42,33,9,39.61540166597461,270.0,97.66472784095842,96.45122654482545,99.04942965779468,"Punt by Louis, L. of 33 yards.  No return. First Down!",No return
97634,5,87,3,4:32,NOLA,13,34,BER,BER,NOLA,4,2,BER,58,38,20,0.1438870319273709,10915.0,5.408455595103741,5.766756864658652,0.0,"Punt by Hunt, K. of 57 yards.  Touchback.",Touchback
97630,5,87,3,5:53,NOLA,13,34,BER,NOLA,BER,4,20,NOLA,77,54,23,0.6982003938000002,6804.0,40.94105391092977,39.90373952002839,29.772959929804035,"Punt by Louis, L. of 54 yards. Returned by Quinn, A. for 12 yards. First Down!",Returned
97523,5,76,4,2:17,CHI,20,19,SAR,SAR,CHI,4,5,CHI,37,37,0,372.9200341304037,9.0,99.93054952686865,99.89353679634476,99.99268792044458,"Punt by PhastBawls, D. of 37 yards.  No return. First Down!",No return
97576,5,87,2,10:47,NOLA,0,21,BER,NOLA,BER,4,11,NOLA,66,61,5,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by Louis, L. of 61 yards.  No return. First Down!",No return
97556,5,87,1,3:25,NOLA,0,7,BER,NOLA,BER,4,7,BER,42,34,8,17.844188511696174,558.0,95.18621408108342,92.49434414230582,96.55235448961685,"Punt by Louis, L. of 34 yards.  No return. First Down!",No return
97201,5,18,4,2:35,OCO,27,24,BAL,BAL,OCO,4,6,OCO,49,29,20,40.72192272683718,257.0,97.77758485979686,96.54881781484275,99.10427025446037,"Punt by Small, J. of 49 yards.  Touchback.",Touchback
97180,5,18,4,11:48,OCO,24,24,BAL,OCO,BAL,4,1,OCO,83,54,29,4.604341376000001,1699.0,85.25913707787134,81.25360422304041,84.53495174027493,"Punt by Dasistwirklichseinnachname, A. of 54 yards. Returned by Fukushu, M. for -1 yards. First Down!",Returned
97176,5,18,4,13:22,OCO,24,24,BAL,BAL,OCO,4,3,OCO,43,35,8,29.651271566525672,355.0,96.92681656393785,95.2313356696092,98.38037437847323,"Punt by Small, J. of 35 yards.  No return. First Down!",No return
97226,5,52,1,6:52,YKW,3,0,PHI,PHI,YKW,4,7,YKW,48,34,14,5.975982628070406,1393.0,87.93298029342824,83.90187641396443,87.81259140099445,"Punt by PuntBot, Z. of 34 yards.  No return. First Down!",No return
97122,5,18,2,5:25,OCO,14,14,BAL,OCO,BAL,4,14,BAL,43,42,1,3.7175392732700367,2124.0,81.65639378418265,78.30812225524554,80.35244223457151,"Punt by Dasistwirklichseinnachname, A. of 42 yards.  No return. First Down!",No return
97240,5,52,1,1:50,YKW,3,7,PHI,PHI,YKW,4,1,YKW,44,24,20,7.744873485979244,1140.0,90.17709870648494,86.36827396531073,90.62774202983329,"Punt by PuntBot, Z. of 44 yards.  Touchback.",Touchback
97335,5,52,4,14:33,YKW,22,17,PHI,PHI,YKW,4,6,PHI,84,29,55,4.3118351592,1782.0,84.5385884191336,80.65918466929867,83.67943843229014,"Punt by PuntBot, Z. of 29 yards. Returned by Walker (R), M. for -3 yards. First Down!",Returned
97331,5,52,3,0:28,YKW,22,17,PHI,YKW,PHI,4,10,YKW,70,57,13,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Kokot (R), B. of 57 yards.  No return. First Down!",No return
97322,5,52,3,3:27,YKW,22,17,PHI,YKW,PHI,4,10,YKW,64,0,64,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Kokot (R), B. is BLOCKED BY Eriksen, W..  No return. First Down!",No return
97316,5,52,3,5:01,YKW,20,17,PHI,YKW,PHI,4,6,YKW,63,61,2,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Kokot (R), B. of 61 yards.  No return. First Down!",No return
97312,5,52,3,6:35,YKW,20,17,PHI,PHI,YKW,4,11,PHI,63,29,34,0.9030301000000001,5420.0,52.95598576265301,51.91411968238478,42.69157648435215,"Punt by PuntBot, Z. of 29 yards.  No return. First Down!",No return
97345,5,52,4,9:52,YKW,22,17,PHI,PHI,YKW,4,10,YKW,38,32,6,51.11399308828733,204.0,98.23769424429204,97.28518830679147,99.42600175489909,"Punt by PuntBot, Z. of 32 yards.  No return. First Down!",No return
97364,5,52,4,2:11,YKW,22,23,PHI,PHI,YKW,4,10,PHI,71,34,37,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by PuntBot, Z. of 34 yards. Returned by Walker (R), M. for -2 yards. First Down!",Returned
97351,5,52,4,7:37,YKW,22,17,PHI,YKW,PHI,4,9,YKW,83,39,44,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Kokot (R), B. of 39 yards. Returned by Torenson, S. for 17 yards. First Down!",Returned
97360,5,52,4,3:55,YKW,22,23,PHI,YKW,PHI,4,17,YKW,78,56,22,3.8664297,2037.0,82.32485458807189,78.93802954353902,81.18601930389002,"Punt by Kokot (R), B. of 56 yards. Returned by Torenson, S. for 8 yards. First Down!",Returned
97245,5,52,1,1:04,YKW,3,7,PHI,YKW,PHI,4,10,YKW,76,61,15,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Kokot (R), B. of 61 yards. Returned by Torenson, S. for 17 yards. First Down!",Returned
97296,5,52,3,12:24,YKW,17,17,PHI,PHI,YKW,4,3,PHI,58,47,11,0.2888665739151449,9275.0,19.48953902248459,18.94157831699419,9.31924539338988,"Punt by PuntBot, Z. of 47 yards. Returned by Walker (R), M. for -2 yards. First Down!",Returned
97279,5,52,2,1:11,YKW,17,14,PHI,PHI,YKW,4,7,PHI,77,38,39,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by PuntBot, Z. of 38 yards. Returned by Walker (R), M. for 17 yards. First Down!",Returned
100198,5,16,2,14:30,COL,14,14,BAL,BAL,COL,4,10,BAL,65,38,27,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Small, J. of 38 yards. Returned by Purchase, L. for 5 yards. First Down!",Returned
100192,5,16,1,0:57,COL,14,14,BAL,COL,BAL,4,10,BAL,33,13,20,23.018023320008506,440.0,96.21060855977082,94.16670363305683,97.70949107926295,"Punt by Banana, S. of 33 yards.  Touchback.",Touchback
100184,5,16,1,4:01,COL,14,14,BAL,BAL,COL,4,21,BAL,79,56,23,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Small, J. of 56 yards.  No return. First Down!",No return
100122,5,100,4,13:04,CHI,24,3,YKW,CHI,YKW,4,1,CHI,62,48,14,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Sidekick, S. of 48 yards.  No return. First Down!",No return
100115,5,100,3,1:01,CHI,24,3,YKW,YKW,CHI,4,17,YKW,79,60,19,0.9543538314000002,5366.0,53.42477645628961,52.35993434769108,43.192453933898804,"Punt by Kokot (R), B. of 60 yards.  No return. First Down!",No return
100167,5,16,1,11:09,COL,7,7,BAL,COL,BAL,4,2,COL,68,39,29,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Banana, S. of 39 yards.  No return. First Down!",No return
100148,5,100,4,2:17,CHI,24,10,YKW,CHI,YKW,4,1,CHI,57,40,17,0.19784466890013497,10637.0,7.713343172150361,7.980304307323781,0.0,"Punt by Sidekick, S. of 40 yards.  No return. First Down!",No return
100327,5,38,1,9:36,PHI,0,3,ARI,PHI,ARI,4,21,PHI,70,45,25,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by PuntBot, Z. of 45 yards. Returned by Scarlett, D. for -5 yards. First Down!",Returned
100361,5,38,2,12:27,PHI,0,10,ARI,PHI,ARI,4,10,PHI,66,38,28,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by PuntBot, Z. of 38 yards.  No return. First Down!",No return
100356,5,38,2,14:30,PHI,0,10,ARI,ARI,PHI,4,17,ARI,99,65,34,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Jay-Jaymison, J. of 65 yards.  No return. First Down!",No return
100351,5,38,1,1:12,PHI,0,10,ARI,PHI,ARI,4,14,ARI,44,37,7,4.646924091587547,1660.0,85.61941140724021,81.60848156855786,84.88227551915764,"Punt by PuntBot, Z. of 37 yards.  No return. First Down!",No return
100252,5,16,3,7:50,COL,27,21,BAL,BAL,COL,4,5,BAL,72,33,39,2.5908168,2823.0,75.50134560291691,73.1668367120614,72.4553963147119,"Punt by Small, J. of 33 yards.  No return. First Down!",No return
100296,5,16,4,5:02,COL,33,27,BAL,BAL,COL,4,6,BAL,76,57,19,10.467643180799998,893.0,92.25627224585467,88.8302355498381,93.3606317636736,"Punt by Small, J. of 57 yards.  No return. First Down!",No return
99919,5,93,2,3:21,NOLA,14,7,NYS,NYS,NOLA,4,17,NYS,70,48,22,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Z, D. of 48 yards.  No return. First Down!",No return
99906,5,93,2,9:11,NOLA,14,7,NYS,NYS,NOLA,4,3,NYS,59,47,12,0.523225570644985,7873.0,31.68677836617762,30.561593399281374,20.020473822755193,"Punt by Z, D. of 47 yards. Returned by Rector, D. for 0 yards. First Down!",Returned
99915,5,93,2,4:33,NOLA,14,7,NYS,NOLA,NYS,4,15,NOLA,66,29,37,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Louis, L. of 29 yards. Returned by Fank (R), H. for 0 yards. First Down!",Returned
99948,5,93,3,8:00,NOLA,21,7,NYS,NOLA,NYS,4,5,NOLA,71,42,29,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Louis, L. of 42 yards.  No return. First Down!",No return
99944,5,93,3,9:23,NOLA,21,7,NYS,NYS,NOLA,4,7,NYS,73,48,25,1.2459273036000003,4511.0,60.84729577220245,59.122565763208094,52.18631178707224,"Punt by Z, D. of 48 yards.  No return. First Down!",No return
99940,5,93,3,11:06,NOLA,21,7,NYS,NOLA,NYS,4,3,NYS,47,27,20,3.585589576842243,2178.0,81.19194374511676,77.92662910881427,79.82962854635858,"Punt by Louis, L. of 47 yards.  Touchback.",Touchback
99862,5,93,1,12:08,NOLA,0,0,NYS,NOLA,NYS,4,17,NOLA,83,44,39,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 44 yards. Returned by Fank (R), H. for 3 yards. First Down!",Returned
99840,5,91,4,5:18,HON,14,11,BER,BER,HON,4,12,BER,60,55,5,3.4039617344,2233.0,80.62765865092456,77.50521226101229,78.95949107926295,"Punt by Hunt, K. of 55 yards.  No return. First Down!",No return
99898,5,93,2,11:38,NOLA,14,7,NYS,NOLA,NYS,4,1,NYS,48,28,20,3.7349891425440034,2090.0,81.9124924038545,78.50330479528013,80.56083650190114,"Punt by Louis, L. of 48 yards.  Touchback.",Touchback
99866,5,93,1,10:45,NOLA,0,0,NYS,NYS,NOLA,4,4,NYS,53,50,3,0.3475972556840253,9148.0,20.60942790172758,19.7489242780464,9.787218484937116,"Punt by Z, D. of 50 yards.  No return. First Down!",No return
99879,5,93,1,4:30,NOLA,7,0,NYS,NYS,NOLA,4,4,NYS,74,37,37,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by Z, D. of 37 yards.  No return. First Down!",No return
100063,5,100,2,8:05,CHI,14,3,YKW,YKW,CHI,4,12,CHI,49,29,20,1.8674945712720017,3637.0,68.45212258008507,66.74577474160493,63.24400409476455,"Punt by Kokot (R), B. of 49 yards.  Touchback.",Touchback
100058,5,100,2,9:29,CHI,14,3,YKW,CHI,YKW,4,20,CHI,85,31,54,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Sidekick, S. of 31 yards. Returned by Walker (R), M. for -1 yards. First Down!",Returned
100098,5,100,3,7:37,CHI,21,3,YKW,YKW,CHI,4,17,CHI,40,39,1,10.47358730737362,892.0,92.2649535549961,88.83467151665705,93.36794384322901,"Punt by Kokot (R), B. of 39 yards. Returned by Shields (C), T. for 17 yards. First Down!",Returned
100078,5,100,2,0:59,CHI,14,3,YKW,CHI,YKW,4,8,CHI,66,47,19,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 47 yards. Returned by Walker (R), M. for 14 yards. First Down!",Returned
100074,5,100,2,2:31,CHI,14,3,YKW,YKW,CHI,4,10,YKW,65,32,33,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by Kokot (R), B. of 32 yards. Returned by Shields (C), T. for 0 yards. First Down!",Returned
99974,5,93,4,12:27,NOLA,28,10,NYS,NYS,NOLA,4,10,NYS,75,30,45,1.3005455262,4435.0,61.50707526695026,59.67706161557911,53.12957004972214,"Punt by Z, D. of 30 yards. Returned by Rector, D. for 15 yards. First Down!",Returned
100015,5,100,1,13:59,CHI,0,0,YKW,YKW,CHI,4,7,YKW,72,60,12,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Kokot (R), B. of 60 yards.  No return. First Down!",No return
99832,5,91,4,8:45,HON,14,11,BER,HON,BER,4,8,HON,67,50,17,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 50 yards.  No return. First Down!",No return
100731,5,78,4,12:54,HON,31,3,SAR,SAR,HON,4,10,SAR,75,54,21,1.2480273456000002,4508.0,60.873339699626705,59.15583551435035,52.200935946183094,"Punt by PhastBawls, D. of 54 yards.  No return. First Down!",No return
100721,5,78,3,2:14,HON,28,3,SAR,SAR,HON,4,7,HON,45,34,11,11.2258463421279,826.0,92.83791995832972,89.56217007496784,93.97119040655163,"Punt by PhastBawls, D. of 34 yards.  No return. First Down!",No return
100779,5,95,1,9:10,AUS,0,0,NYS,AUS,NYS,4,15,AUS,56,43,13,0.08705165431605941,11204.0,2.8518100529559858,2.9610078516612695,0.0,"Punt by QB (R), P. of 43 yards. Returned by Fank (R), H. for 9 yards. First Down!",Returned
100769,5,95,1,13:48,AUS,0,0,NYS,NYS,AUS,4,2,NYS,59,53,6,0.2616127853224925,9373.0,18.677836617761958,18.31832497892916,9.085258847616261,"Punt by Z, D. of 53 yards.  No return. First Down!",No return
100665,5,78,2,8:42,HON,7,3,SAR,HON,SAR,4,4,HON,71,62,9,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Powers, V. of 62 yards.  No return. First Down!",No return
100700,5,78,3,11:38,HON,21,3,SAR,SAR,HON,4,16,SAR,55,46,9,0.14481912978721212,10873.0,5.616807014497787,5.904271836046666,0.0,"Punt by PhastBawls, D. of 46 yards.  No return. First Down!",No return
100873,5,95,3,1:50,AUS,14,17,NYS,AUS,NYS,4,9,NYS,46,43,3,12.84822018292552,756.0,93.44561159822901,90.41387570420973,94.80476747587014,"Punt by QB (R), P. of 43 yards. Returned by Fank (R), H. for 2 yards. First Down!",Returned
100866,5,95,3,4:34,AUS,14,17,NYS,NYS,AUS,4,13,NYS,81,40,41,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Z, D. of 40 yards. Returned by Jeeta, E. for -1 yards. First Down!",Returned
100854,5,95,3,10:17,AUS,7,17,NYS,NYS,AUS,4,4,NYS,75,39,36,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Z, D. of 39 yards. Returned by Jeeta, E. for 5 yards. First Down!",Returned
100912,5,95,4,2:23,AUS,17,20,NYS,AUS,NYS,4,7,AUS,79,51,28,8.8792646288,1032.0,91.0495702751975,87.3486226323027,91.675197426148,"Punt by QB (R), P. of 51 yards.  No return. First Down!",No return
100908,5,95,4,3:27,AUS,17,20,NYS,NYS,AUS,4,9,NYS,57,37,20,0.07913786756005399,11239.0,2.5826894695720113,2.75029942776028,0.0,"Punt by Z, D. of 37 yards.  No return. First Down!",No return
100904,5,95,4,4:48,AUS,17,20,NYS,AUS,NYS,4,4,AUS,64,31,33,10.6959593472,886.0,92.3170414098446,88.8967750521226,93.41547236033928,"Punt by QB (R), P. of 31 yards. Returned by Fank (R), H. for 11 yards. First Down!",Returned
100900,5,95,4,6:03,AUS,17,20,NYS,NYS,AUS,4,3,NYS,57,36,21,0.15827573512010798,10833.0,6.085597708134387,6.487601472740984,0.0,"Punt by Z, D. of 36 yards. Returned by Jeeta, E. for 10 yards. First Down!",Returned
100817,5,95,2,9:14,AUS,0,10,NYS,AUS,NYS,4,4,AUS,70,29,41,1.7999999999999998,3828.0,67.21503602743293,65.49705008206539,62.006434630008776,"Punt by QB (R), P. of 29 yards. Returned by Fank (R), H. for -3 yards. First Down!",Returned
100800,5,95,1,0:50,AUS,0,7,NYS,AUS,NYS,4,5,NYS,32,12,20,165.72976790406122,55.0,99.53989061550482,99.43663221399103,99.93784732377888,"Punt by QB (R), P. of 32 yards.  Touchback.",Touchback
100850,5,95,3,12:03,AUS,7,17,NYS,AUS,NYS,4,7,AUS,66,45,21,1.2066542796000004,4585.0,60.20487889573748,58.51040234219048,51.59768938286049,"Punt by QB (R), P. of 45 yards.  No return. First Down!",No return
100838,5,95,2,1:07,AUS,7,17,NYS,NYS,AUS,4,8,AUS,46,26,20,2.1513537461053462,3389.0,70.69190033857106,68.54012331987757,66.57831237203861,"Punt by Z, D. of 46 yards.  Touchback.",Touchback
100445,5,38,4,9:46,PHI,10,27,ARI,ARI,PHI,4,5,ARI,70,57,13,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Jay-Jaymison, J. of 57 yards.  No return. First Down!",No return
100501,5,57,1,2:42,CHI,0,7,NOLA,CHI,NOLA,4,3,NOLA,45,30,15,20.652995962611318,480.0,95.84599357583123,93.50574457703057,97.2835624451594,"Punt by Sidekick, S. of 30 yards.  No return. First Down!",No return
100486,5,57,1,9:26,CHI,0,0,NOLA,CHI,NOLA,4,13,CHI,61,36,25,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 36 yards. Returned by Rector, D. for 10 yards. First Down!",Returned
100480,5,57,1,11:59,CHI,0,0,NOLA,NOLA,CHI,4,20,NOLA,63,32,31,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 32 yards.  No return. First Down!",No return
100406,5,38,3,10:50,PHI,3,20,ARI,ARI,PHI,4,3,ARI,55,35,20,0.1915136394953307,10697.0,7.318343606215818,7.723018231823626,0.0,"Punt by Jay-Jaymison, J. of 35 yards. Returned by Torenson, S. for 21 yards. First Down!",Returned
100399,5,38,3,13:29,PHI,3,20,ARI,PHI,ARI,4,5,PHI,65,47,18,1.8013564277999998,3718.0,67.73157392134733,66.0116222330657,62.507312079555426,"Punt by PuntBot, Z. of 47 yards.  No return. First Down!",No return
100441,5,38,4,11:06,PHI,10,27,ARI,PHI,ARI,4,5,ARI,37,17,20,122.79646409037548,84.0,99.27945134126226,99.10393470256842,99.90859900555718,"Punt by PuntBot, Z. of 37 yards.  Touchback.",Touchback
100427,5,38,3,2:27,PHI,10,20,ARI,PHI,ARI,4,2,PHI,67,34,33,3.4246986648,2225.0,80.6927684694852,77.545135962383,79.02164375548406,"Punt by PuntBot, Z. of 34 yards. Returned by Scarlett, D. for 16 yards. First Down!",Returned
100423,5,38,3,3:30,PHI,10,20,ARI,ARI,PHI,4,8,ARI,62,56,6,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 56 yards. Returned by Torenson, S. for 20 yards. First Down!",Returned
100584,5,57,4,14:02,CHI,3,26,NOLA,NOLA,CHI,4,21,NOLA,81,56,25,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Louis, L. of 56 yards.  No return. First Down!",No return
100644,5,78,1,1:30,HON,7,0,SAR,HON,SAR,4,11,HON,61,54,7,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Powers, V. of 54 yards.  No return. First Down!",No return
100636,5,78,1,5:07,HON,7,0,SAR,SAR,HON,4,5,SAR,71,45,26,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by PhastBawls, D. of 45 yards.  No return. First Down!",No return
100539,5,57,2,1:33,CHI,3,17,NOLA,CHI,NOLA,4,3,CHI,55,47,8,0.5745409184859921,7810.0,32.26842607865266,31.011844031406646,20.327581164083064,"Punt by Sidekick, S. of 47 yards.  No return. First Down!",No return
100516,5,57,2,10:05,CHI,0,14,NOLA,CHI,NOLA,4,4,CHI,70,31,39,1.7999999999999998,3828.0,67.21503602743293,65.49705008206539,62.006434630008776,"Punt by Sidekick, S. of 31 yards.  No return. First Down!",No return
100578,5,57,3,0:31,CHI,3,24,NOLA,NOLA,CHI,4,7,NOLA,56,54,2,0.08705165431605941,11204.0,2.8518100529559858,2.9610078516612695,0.0,"Punt by Louis, L. of 54 yards.  No return. First Down!",No return
100574,5,57,3,2:23,CHI,3,24,NOLA,CHI,NOLA,4,3,CHI,81,42,39,3.4411154232000007,2220.0,80.73617501519229,77.55844386283991,79.15326118748172,"Punt by Sidekick, S. of 42 yards. Returned by Rector, D. for 3 yards. First Down!",Returned
