,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,recTeam,down,distance,dist2goal,surrenderIndex,percentiles,play
115313,11,2686,3,6:19,COL,13,30,NO ,NO ,4.0,8.0,60.0,1.3697049132000003,53.342890136582646,"Punt by Leg, P. of 60 yards. Touchback."
25219,2,72,3,6:23,BAL,0,30,COL,COL,4.0,9.0,63.0,1.3658260956000001,53.31501612710548,"Punt by Turkleton, T. of 49 yards."
60648,6,1568,3,6:25,YKW,13,3,COL,YKW,4.0,7.0,85.0,1.3639090500000002,53.303070123043845,"Punt by McCormick, M. of 56 yards."
128602,12,2879,4,8:28,BAL,48,21,PHI,BAL,4.0,5.0,55.0,1.3602352859956717,53.28714211762832,"Punt by Fulture, K. of 38 yards."
170564,15,3405,3,6:29,BAL,17,17,PHI,PHI,4.0,4.0,74.0,1.3601193971999999,53.28714211762832,"Punt by Frost, A. of 37 yards."
60706,6,1568,4,7:42,YKW,20,20,COL,COL,4.0,14.0,71.0,1.3581385888000002,53.28316011627444,"Punt by Forfeit, N. of 33 yards."
127685,12,2803,3,6:34,NO ,17,17,YKW,NO ,4.0,6.0,63.0,1.3554650592,53.271214112212796,"Punt by PuntMachine6, Z. of 36 yards."
175908,16,3863,4,12:01,NO ,26,17,SJS,NO ,4.0,13.0,77.0,1.3537296234000002,53.271214112212796,"Punt by Donaldson, N. of 48 yards. No return."
50507,4,742,4,12:02,LV ,3,45,OCO,OCO,4.0,26.0,66.0,1.3516359312000004,53.26325010950504,"Punt by Gooney, W. of 36 yards."
88296,9,2358,4,13:39,SJS,7,34,YKW,YKW,4.0,2.0,53.0,1.3515110629047806,53.26325010950504,"Punt by Corbett, K. of 53 yards. Touchback."
217355,18,4564,4,12:04,OCO,24,0,PHI,OCO,4.0,21.0,90.0,1.3474601856000006,53.251304105443396,"Punt by Frost (R), B. of 59 yards. No return."
175216,16,3860,4,11:21,COL,16,10,AUS,COL,4.0,9.0,51.0,1.3465516661735448,53.24732210408951,"Punt by Crisco, A. of 51 yards. Touchback."
79049,9,2315,4,3:13,AZ ,10,38,SJS,AZ,4.0,9.0,56.0,1.344946895215448,53.23537610002787,"Punt by Corbett, K. of 44 yards. Touchback."
70186,6,1611,4,5:19,NO ,20,20,BAL,NO ,4.0,2.0,57.0,1.3448270228795083,53.23537610002787,"Punt by Turkleton, T. of 57 yards. Touchback."
85474,9,2345,3,6:49,BAL,24,10,YKW,BAL,4.0,9.0,75.0,1.3420449252000002,53.22343009596623,"Punt by Forfeit, N. of 39 yards. No return."
4727,1,43,4,6:36,OCO,17,6,SJS,OCO,4.0,4.0,57.0,1.341714698637202,53.22343009596623,"Punt by Laces, K. of 54 yards. No return."
50280,4,741,3,0:22,COL,14,13,PHI,COL,4.0,17.0,70.0,1.3414689216,53.22343009596623,"Punt by Harris, S. of 57 yards."
165529,15,3381,4,12:08,BAL,40,17,NO ,BAL,4.0,14.0,79.0,1.3391551488000004,53.19555608648907,"Punt by Crisco, A. of 49 yards."
12955,2,129,4,12:08,PHI,0,24,SJS,SJS,4.0,17.0,97.0,1.3391551488000004,53.19555608648907,"Punt by Legman1, Z. of 41 yards."
26993,3,260,3,0:24,LV ,21,20,BAL,LV ,4.0,16.0,79.0,1.3377771008000001,53.18361008242743,"Punt by Turkleton, T. of 57 yards. No return."
32965,3,288,4,12:09,YKW,23,13,LV ,YKW,4.0,16.0,60.0,1.3370885466000002,53.18361008242743,"Punt by Walsh, B. of 60 yards. Touchback."
60717,6,1568,4,4:04,YKW,20,20,COL,COL,4.0,7.0,51.0,1.3367241811849522,53.18361008242743,"Punt by Forfeit, N. of 51 yards. Touchback."
33605,3,291,3,0:25,OCO,17,15,SJS,OCO,4.0,11.0,84.0,1.3359375,53.18361008242743,"Punt by Blewitt, I. of 61 yards."
99063,10,2537,4,12:12,COL,21,31,NO ,NO ,4.0,13.0,89.0,1.3309118592000004,53.08406004858042,"Punt by McCormick, M. of 33 yards. No return."
59557,6,1563,4,12:12,AZ ,0,82,BAL,BAL,4.0,21.0,99.0,1.3309118592000004,53.08406004858042,"Punt by Law, C. of 30 yards."
9491,1,7,4,8:28,COL,13,17,SJS,SJS,4.0,7.0,54.0,1.330007835195768,53.07609604587265,"Punt by Darkapple, J. of 39 yards."
110781,11,2665,4,12:15,OCO,24,6,AZ ,OCO,4.0,13.0,83.0,1.324769775,53.04224903436467,"Punt by Jackson, D. of 36 yards."
84394,9,2340,3,0:32,BAL,20,16,PHI,BAL,4.0,21.0,78.0,1.3231776256,53.02831202962609,"Punt by (R) Meoff, B. of 33 yards."
189866,16,3929,4,12:16,BAL,7,20,OCO,OCO,4.0,19.0,80.0,1.3227300864000002,53.02433002827221,"Punt by Brand (R), F. of 59 yards. No return."
148034,14,3222,3,1:10,OCO,17,10,AZ ,OCO,4.0,6.0,51.0,1.3221642114819816,53.01636602556445,"Punt by Jackson, D. of 34 yards. No return."
125320,12,2792,4,12:17,NO ,21,30,AZ ,AZ,4.0,20.0,90.0,1.3206942282,53.00442002150281,"Punt by PuntMachine8, Z. of 34 yards. No return."
206964,17,4337,3,7:16,AUS,3,25,AZ ,AZ,4.0,9.0,74.0,1.3198768128,52.888941982240276,"Punt by Crisco, A. of 38 yards."
49219,4,736,4,12:18,COL,14,27,LV ,LV ,4.0,28.0,84.0,1.3186621968000003,52.88495998088639,"Punt by Kicksit, B. of 41 yards."
51868,4,748,4,12:19,PHI,16,28,LV ,LV ,4.0,24.0,68.0,1.3166339886,52.857085971409234,"Punt by Harris, S. of 68 yards. Touchback."
56919,4,772,4,12:19,ARI,31,10,COL,ARI,4.0,11.0,86.0,1.3166339886,52.857085971409234,"Punt by Kicksit, B. of 42 yards."
167587,15,3391,3,7:24,SJS,0,13,PHI,PHI,4.0,8.0,88.0,1.3137825792000002,52.837175964639826,"Punt by Donaldson, N. of 38 yards."
34673,3,296,3,7:26,PHI,6,17,ARI,ARI,4.0,9.0,60.0,1.3122919968000002,52.82921196193207,"Punt by Harris, S. of 59 yards. Touchback."
82484,9,2331,3,0:40,YKW,17,13,SJS,YKW,4.0,16.0,79.0,1.3088448000000001,52.82124795922431,"Punt by Corbett, K. of 32 yards."
206370,17,4334,4,12:23,OCO,30,0,COL,OCO,4.0,10.0,80.0,1.3085593158000002,52.817265957870426,"Punt by Jones II (R), J. of 48 yards. No return."
47228,4,727,4,12:23,LV ,3,27,PHI,PHI,4.0,16.0,82.0,1.3085593158000002,52.817265957870426,"Punt by Gooney, W. of 32 yards."
110166,11,2662,4,4:34,COL,20,34,PHI,PHI,4.0,8.0,55.0,1.3081031505878622,52.817265957870426,"Punt by Meoff, B. of 44 yards. No return."
101255,10,2547,3,0:42,AZ ,13,13,SJS,AZ,4.0,7.0,85.0,1.3053029696,52.8013379524549,"Punt by Corbett, K. of 55 yards."
138629,12,2926,3,7:37,YKW,13,13,OCO,YKW,4.0,5.0,64.0,1.3043259684,52.797355951101025,"Punt by Anderson, A. of 45 yards."
131224,12,2891,3,0:43,OCO,7,10,SJS,SJS,4.0,28.0,82.0,1.3035382344,52.797355951101025,"Punt by Anderson, A. of 37 yards. No return."
152720,14,3244,3,0:43,SJS,17,20,OCO,OCO,4.0,10.0,79.0,1.3035382344,52.797355951101025,"Punt by Donaldson, N. of 47 yards."
65290,6,1589,4,12:26,COL,14,31,PHI,PHI,4.0,16.0,67.0,1.3025432784000002,52.78939194839326,"Punt by Leg, P. of 32 yards."
79202,9,2316,3,7:41,BAL,14,27,NO ,NO ,4.0,9.0,85.0,1.3015254228000002,52.78540994703938,"Punt by Turkleton, T. of 49 yards. No return."
116214,11,2690,3,7:42,AZ ,27,37,NO ,AZ,4.0,9.0,78.0,1.3008332064,52.78540994703938,"Punt by Meoff, B. of 33 yards. No return."
170187,15,3403,4,12:28,SJS,12,23,BAL,BAL,4.0,20.0,82.0,1.2985515648000001,52.77346394297774,"Punt by Donaldson, N. of 43 yards. No return."
24216,2,107,4,12:29,YKW,10,21,OCO,OCO,4.0,18.0,70.0,1.2965613906000002,52.76549994026998,"Punt by Booter, A. of 32 yards. No return."
65076,6,1588,4,12:31,SJS,7,27,OCO,OCO,4.0,17.0,61.0,1.2925923894,52.75355393620834,"Punt by Blewitt, I. of 32 yards."
48967,4,735,3,7:55,LV ,19,10,YKW,LV ,4.0,8.0,62.0,1.2921187500000002,52.74957193485446,"Punt by Lombardi, J. of 61 yards. Touchback."
196921,17,4289,3,0:50,COL,20,21,YKW,YKW,4.0,15.0,81.0,1.2913000000000001,52.74957193485446,"Punt by Jones II (R), J. of 46 yards. No return."
98899,10,2537,1,6:41,COL,7,0,NO ,NO ,4.0,10.0,45.0,1.2908122476632073,52.640066897622745,"Punt by McCormick, M. of 45 yards. Touchback."
48076,4,731,3,11:51,YKW,3,17,OCO,YKW,4.0,17.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Madlad, B. of 45 yards. Touchback."
138945,12,2928,1,7:07,SJS,0,7,BAL,SJS,4.0,18.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Turkleton, T. of 45 yards. Touchback."
155633,14,3258,3,2:31,NO ,6,21,AZ ,NO ,4.0,17.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Jackson, D. of 45 yards. Touchback."
150927,14,3236,2,5:40,SJS,7,17,COL,SJS,4.0,10.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Corbett, K. of 30 yards. No return."
40414,3,323,2,13:47,SJS,10,0,YKW,YKW,4.0,14.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Blewitt, I. of 45 yards. Touchback."
40610,3,323,5,9:03,SJS,31,28,YKW,YKW,4.0,10.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Blewitt, I. of 45 yards. Touchback."
39112,3,317,1,4:21,YKW,0,3,ARI,YKW,4.0,17.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Ronaldo, C. of 44 yards. No return."
58795,4,996,2,9:30,ARI,10,3,OCO,OCO,4.0,18.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Ronaldo, C. of 32 yards."
202321,17,4315,2,7:06,COL,21,3,BAL,BAL,4.0,10.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Jones II (R), J. of 45 yards. Touchback."
226165,18,4607,2,9:45,PHI,0,13,YKW,PHI,4.0,17.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Donaldson, N. of 45 yards. Touchback."
166603,15,3386,4,9:42,AZ ,31,17,COL,COL,4.0,10.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Jackson, D. of 45 yards. Touchback."
228079,18,4616,2,1:04,YKW,7,27,AUS,YKW,4.0,14.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Crisco, A. of 32 yards. No return."
77458,9,2308,4,4:38,PHI,14,24,COL,PHI,4.0,10.0,45.0,1.2908122476632073,52.640066897622745,"Punt by McCormick, M. of 45 yards. Touchback."
194506,17,4213,2,8:49,YKW,7,10,SJS,YKW,4.0,10.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Donaldson, N. of 45 yards. Touchback."
51690,4,747,4,0:23,SJS,26,6,PHI,PHI,4.0,23.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Blewitt, I. of 45 yards. Touchback."
179880,16,3882,4,15:00,NO ,0,31,AZ ,NO ,4.0,11.0,45.0,1.2908122476632073,52.640066897622745,"Punt by Lawes, S. of 43 yards. No return."
42052,3,330,4,12:32,BAL,14,24,PHI,PHI,4.0,13.0,83.0,1.2906135552000004,52.53056186039103,"Punt by Turkleton, T. of 63 yards."
65932,6,1592,3,0:51,YKW,20,24,NO ,NO ,4.0,14.0,61.0,1.2895680392,52.51861585632939,"Punt by Forfeit, N. of 59 yards. No return."
116248,11,2690,4,12:33,AZ ,34,44,NO ,AZ,4.0,14.0,84.0,1.2886384938000002,52.51264285429857,"Punt by Meoff, B. of 62 yards."
161523,15,3362,4,8:47,COL,17,41,AZ ,AZ,4.0,7.0,51.0,1.2882473726114343,52.200055748018954,"Punt by Ramero, E. of 49 yards. Touchback."
137179,12,2919,3,0:52,NO ,21,23,COL,COL,4.0,19.0,74.0,1.2878401536,52.200055748018954,"Punt by Meoff, B. of 42 yards."
90694,9,2369,3,0:52,PHI,23,31,YKW,YKW,4.0,10.0,60.0,1.2878401536,52.200055748018954,"Punt by (R) Meoff, B. of 32 yards. No return."
77247,9,2307,4,12:34,SJS,13,39,BAL,BAL,4.0,10.0,64.0,1.2866672016000005,52.192091745311195,"Punt by Corbett, K. of 42 yards."
228514,18,4618,3,0:53,NO ,20,20,CHI,NO ,4.0,7.0,63.0,1.2861163384,52.03679369250985,"Punt by Fulture, K. of 39 yards."
225437,18,4603,3,0:53,COL,17,21,OCO,OCO,4.0,17.0,68.0,1.2861163384,52.03679369250985,"Punt by Harris Jr, S. of 39 yards."
203654,17,4321,4,5:01,NO ,17,33,YKW,YKW,4.0,4.0,59.0,1.2856401297910118,52.03679369250985,"Punt by Frost, A. of 35 yards. No return."
153343,14,3247,3,8:06,NO ,3,24,SJS,SJS,4.0,9.0,65.0,1.2851495328000002,52.03679369250985,"Punt by Meoff, B. of 46 yards. No return."
77628,9,2309,3,8:08,PHI,3,38,BAL,BAL,4.0,9.0,87.0,1.2839214336000002,52.028829689802095,"Punt by Meoff, B. of 56 yards."
147446,14,3219,4,6:50,PHI,24,23,OCO,PHI,4.0,9.0,56.0,1.2833569245148024,52.028829689802095,"Punt by Anderson, A. of 45 yards."
226014,18,4606,3,8:12,AZ ,14,24,AUS,AUS,4.0,9.0,73.0,1.2815007744000002,52.01290168438657,"Punt by Clutch (R), C. of 40 yards."
502,1,49,3,8:16,OCO,3,3,ARI,OCO,4.0,4.0,82.0,1.2791271168,52.00493768167881,"Punt by Nugent, A. of 43 yards."
67454,6,1599,3,8:23,AZ ,0,26,PHI,AZ,4.0,9.0,97.0,1.2750849276000003,51.99299167761717,"Punt by Harris, S. of 56 yards."
103404,10,2557,3,2:57,PHI,10,13,SJS,SJS,4.0,5.0,50.0,1.2750068334357667,51.99299167761717,"Punt by Meoff, B. of 50 yards. Touchback."
59999,6,1565,4,12:40,COL,37,7,SJS,COL,4.0,20.0,67.0,1.2749184000000002,51.99299167761717,"Punt by Blewitt, I. of 65 yards. No return."
113134,11,2676,4,8:22,AZ ,24,24,YKW,AZ,4.0,10.0,79.0,1.2747502368,51.98900967626329,"Punt by Forfeit, N. of 37 yards. No return."
81563,9,2327,2,6:06,BAL,10,3,AZ ,BAL,4.0,1.0,52.0,1.274523270841426,51.98900967626329,"Punt by Jackson, D. of 51 yards. Touchback."
89059,9,2362,1,0:07,YKW,7,10,OCO,OCO,4.0,1.0,52.0,1.274523270841426,51.98900967626329,"Punt by Forfeit, N. of 52 yards. Touchback."
200428,17,4306,2,11:33,SJS,0,7,AUS,AUS,4.0,1.0,52.0,1.274523270841426,51.98900967626329,"Punt by Donaldson, N. of 52 yards. Touchback."
195662,17,4218,3,1:00,PHI,17,24,YKW,YKW,4.0,10.0,92.0,1.2741632,51.98900967626329,"Punt by Castleberry, R. of 59 yards."
495,1,49,3,10:20,OCO,3,3,ARI,ARI,4.0,11.0,49.0,1.2723265414003764,51.97706367220165,"Punt by Walsh, B. of 47 yards. No return."
152048,14,3241,3,9:45,YKW,10,14,BAL,BAL,4.0,3.0,50.0,1.272300103331295,51.97706367220165,"Punt by Forfeit, N. of 50 yards. Touchback."
8266,1,40,3,8:29,ARI,17,7,SJS,ARI,4.0,7.0,75.0,1.2717317652000002,51.97706367220165,"Punt by Laces, K. of 52 yards."
206357,17,4334,3,0:29,OCO,30,0,COL,OCO,4.0,3.0,52.0,1.2700188336190066,51.969099669493886,"Punt by Jones II (R), J. of 51 yards. Touchback."
207785,17,4341,3,8:33,SJS,3,28,BAL,BAL,4.0,9.0,78.0,1.2695527236000002,51.969099669493886,"Punt by Donaldson, N. of 42 yards. No return."
125511,12,2793,3,1:03,PHI,19,14,OCO,PHI,4.0,20.0,84.0,1.2691010024000002,51.96511766814001,"Punt by PuntBotPunt, Z. of 40 yards. No return."
135840,12,2913,3,8:34,NO ,17,17,YKW,YKW,4.0,5.0,61.0,1.2690149471999999,51.949189662724486,"Punt by Meoff, B. of 61 yards. Touchback."
160825,15,3359,3,9:57,OCO,16,13,NO ,OCO,4.0,2.0,50.0,1.2680588211804156,51.949189662724486,"Punt by Crisco, A. of 50 yards. Touchback."
177798,16,3872,3,1:04,OCO,13,16,SJS,SJS,4.0,15.0,89.0,1.2674216448,51.949189662724486,"Punt by Dasistwirklichseinnachname, A. of 35 yards. No return."
92931,10,2509,4,12:45,PHI,13,48,AZ ,AZ,4.0,13.0,76.0,1.2652307250000001,51.93326165730896,"Punt by Meoff, B. of 50 yards."
88520,9,2359,4,12:45,NO ,27,7,COL,NO ,4.0,14.0,64.0,1.2652307250000001,51.93326165730896,"Punt by McCormick, M. of 52 yards."
24180,2,107,3,8:42,YKW,7,21,OCO,OCO,4.0,8.0,93.0,1.2648121824000003,51.93326165730896,"Punt by Booter, A. of 33 yards."
201965,17,4313,3,8:43,PHI,7,31,CHI,CHI,4.0,7.0,77.0,1.2642991596000002,51.93326165730896,"Punt by Castleberry, R. of 44 yards. No return."
149553,14,3229,4,12:46,YKW,14,26,SJS,SJS,4.0,10.0,64.0,1.2633043824000003,51.929279655955085,"Punt by Forfeit, N. of 38 yards. No return."
112228,11,2672,3,8:50,AZ ,10,21,COL,COL,4.0,7.0,84.0,1.2607836000000003,51.9252976546012,"Punt by Jackson, D. of 56 yards. No return."
10300,1,44,4,12:49,YKW,10,20,COL,COL,4.0,12.0,82.0,1.2575476746,51.90737864850874,"Punt by Booter, A. of 38 yards."
114630,11,2683,3,8:57,PHI,23,10,AZ ,PHI,4.0,7.0,65.0,1.2573985764000002,51.897423645124036,"Punt by Jackson, D. of 65 yards. Touchback."
48738,4,734,3,8:59,COL,14,34,BAL,BAL,4.0,7.0,77.0,1.2564550572000002,51.88945964241628,"Punt by Kicksit, B. of 53 yards. No return."
141661,14,3192,3,9:03,COL,0,20,SJS,SJS,4.0,8.0,68.0,1.2545991516000001,51.877513638354635,"Punt by PuntMachine4, Z. of 37 yards."
5478,1,32,3,9:12,BAL,14,14,COL,BAL,4.0,6.0,63.0,1.2505730304,51.849639628877476,"Punt by Darkapple, J. of 39 yards. No return."
159253,15,3352,3,9:16,PHI,10,27,OCO,OCO,4.0,8.0,85.0,1.2488491008000002,51.84167562616971,"Punt by Fulture, K. of 30 yards. No return."
5890,1,34,4,12:54,SJS,3,16,ARI,ARI,4.0,18.0,68.0,1.2480273456000002,51.84167562616971,"Punt by Laces, K. of 44 yards."
179887,16,3882,4,12:54,NO ,0,31,AZ ,AZ,4.0,14.0,89.0,1.2480273456000002,51.84167562616971,"Punt by Frost, A. of 48 yards."
223450,18,4594,1,12:50,COL,0,0,PHI,COL,4.0,11.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Frost (R), B. of 49 yards. Touchback."
42308,3,558,1,13:40,PHI,0,0,BAL,BAL,4.0,20.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Harris, S. of 49 yards. Touchback."
60790,6,1569,1,2:44,SJS,0,13,PHI,SJS,4.0,8.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Legman1, Z. of 49 yards. Touchback."
128051,12,2805,2,10:32,PHI,7,0,SJS,SJS,4.0,8.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Fulture, K. of 33 yards. No return."
217514,18,4565,3,9:40,AUS,10,20,AZ ,AUS,4.0,8.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Clutch (R), C. of 49 yards. Touchback."
139073,12,2928,3,1:38,SJS,14,23,BAL,SJS,4.0,7.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Turkleton, T. of 49 yards. Touchback."
34546,3,296,1,7:51,PHI,0,0,ARI,PHI,4.0,15.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Ronaldo, C. of 49 yards. Touchback."
51257,4,745,4,2:04,OCO,37,23,COL,COL,4.0,7.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Madlad, B. of 35 yards."
17809,2,80,2,8:41,LV ,3,3,OCO,OCO,4.0,29.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Blewitt, I. of 49 yards. Touchback."
5959,1,8,1,8:16,COL,0,0,BAL,BAL,4.0,16.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Darkapple, J. of 30 yards."
8272,1,40,3,6:10,ARI,17,7,SJS,SJS,4.0,7.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Nugent, A. of 37 yards. No return."
152580,14,3244,1,9:20,SJS,0,0,OCO,OCO,4.0,14.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Donaldson, N. of 31 yards."
17948,2,86,1,11:13,COL,0,0,PHI,COL,4.0,21.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Harris, S. of 49 yards. Touchback."
67801,6,1601,1,12:12,COL,0,0,OCO,OCO,4.0,21.0,49.0,1.2449963808480011,51.74013459164576,"Punt by McCormick, M. of 37 yards. No return."
35930,3,302,2,14:13,LV ,0,0,PHI,PHI,4.0,12.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Walsh, B. of 49 yards. Touchback."
189307,16,3927,1,5:09,OCO,0,7,CHI,OCO,4.0,9.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Fulture, K. of 49 yards. Touchback."
157676,15,3345,2,9:07,BAL,9,3,YKW,YKW,4.0,7.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Frost, A. of 49 yards. Touchback."
40874,3,325,1,12:40,BAL,0,0,OCO,BAL,4.0,10.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Sims, A. of 37 yards."
75078,6,1634,1,3:30,YKW,0,0,PHI,YKW,4.0,11.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Harris, S. of 49 yards. Touchback."
147902,14,3222,1,10:24,OCO,0,0,AZ ,OCO,4.0,13.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Jackson, D. of 49 yards. Touchback."
206203,17,4334,1,12:40,OCO,0,0,COL,COL,4.0,11.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Dasistwirklichseinnachname, A. of 49 yards. Touchback."
57510,4,775,3,12:53,BAL,0,10,OCO,BAL,4.0,8.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Madlad, B. of 45 yards. No return."
49339,4,737,2,8:59,PHI,0,23,ARI,PHI,4.0,8.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Ronaldo, C. of 49 yards. Touchback."
11436,2,122,2,13:40,OCO,7,7,BAL,BAL,4.0,10.0,49.0,1.2449963808480011,51.74013459164576,"Punt by PuntBotPunt, x. of 49 yards. Touchback."
34839,3,297,2,5:11,LV ,10,10,OCO,OCO,4.0,23.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Walsh, B. of 38 yards."
7582,1,31,1,6:03,OCO,0,0,ARI,ARI,4.0,10.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Ronaldo, C. of 49 yards. Touchback."
218686,18,4571,1,0:39,OCO,0,10,AUS,OCO,4.0,7.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Crisco, A. of 49 yards. Touchback."
73639,6,1627,3,8:48,NO ,13,17,AZ ,NO ,4.0,9.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Jackson, D. of 39 yards. No return."
215903,18,4557,3,4:45,YKW,24,27,BAL,YKW,4.0,8.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Brand, F. of 49 yards. Touchback."
16222,2,73,3,11:58,YKW,3,10,COL,YKW,4.0,9.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Kicksit, B. of 48 yards."
94563,10,2516,4,3:18,AZ ,37,24,OCO,OCO,4.0,9.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Jackson, D. of 49 yards. Touchback."
148723,14,3226,1,11:51,AZ ,0,0,BAL,BAL,4.0,15.0,49.0,1.2449963808480011,51.74013459164576,"Punt by Jackson, D. of 36 yards."
157127,15,3342,4,13:29,AZ ,3,34,YKW,AZ,4.0,6.0,51.0,1.2448968807317544,51.64655755982957,"Punt by Harris Jr, S. of 33 yards."
28519,3,267,4,12:56,ARI,35,10,LV ,ARI,4.0,13.0,83.0,1.2442450944,51.63859355712181,"Punt by Walsh, B. of 31 yards."
173894,16,3854,3,9:30,BAL,28,7,COL,BAL,4.0,8.0,70.0,1.2431244000000004,51.634611555767925,"Punt by Anderson, A. of 45 yards. No return."
145675,14,3211,3,9:30,PHI,16,7,COL,PHI,4.0,7.0,69.0,1.2431244000000004,51.634611555767925,"Punt by Corbett, K. of 46 yards. No return."
64429,6,1585,3,9:30,NO ,6,22,SJS,SJS,4.0,9.0,67.0,1.2431244000000004,51.634611555767925,"Punt by Lombardi, J. of 33 yards."
203424,17,4320,4,12:57,OCO,30,10,AZ ,OCO,4.0,10.0,68.0,1.2423595002000003,51.63062955441405,"Punt by Lawes, S. of 46 yards."
149513,14,3229,3,9:37,YKW,7,19,SJS,SJS,4.0,8.0,81.0,1.2404379204000002,51.614701548998525,"Punt by Forfeit, N. of 60 yards. No return."
10681,1,46,3,9:42,BAL,0,17,SJS,SJS,4.0,7.0,61.0,1.2385889184,51.59877354358301,"Punt by Harris, S. of 31 yards."
23818,2,81,4,14:39,ARI,26,17,SJS,ARI,4.0,2.0,53.0,1.238301292371527,51.59877354358301,"Punt by Nugent, A. of 41 yards. No return."
6264,1,9,3,12:47,SJS,9,13,ARI,ARI,4.0,2.0,50.0,1.2366410650795043,51.59080954087524,"Punt by Laces, K. of 50 yards. Touchback."
42647,3,559,3,9:50,OCO,0,20,ARI,ARI,4.0,9.0,79.0,1.2357492,51.59080954087524,"Punt by Sims, A. of 61 yards."
39605,3,319,3,9:52,PHI,7,20,LV ,LV ,4.0,8.0,88.0,1.2350617344,51.588818540198304,"Punt by Harris, S. of 54 yards."
49916,4,740,1,8:45,ARI,3,0,BAL,ARI,4.0,2.0,50.0,1.2337385261745006,51.56691753275196,"Punt by Turkleton, T. of 50 yards. Touchback."
169907,15,3402,2,2:37,OCO,10,3,YKW,OCO,4.0,2.0,50.0,1.2337385261745006,51.56691753275196,"Punt by Harris Jr, S. of 50 yards. Touchback."
134529,12,2907,3,9:58,PHI,0,20,BAL,BAL,4.0,9.0,69.0,1.2330523296000002,51.56691753275196,"Punt by Fulture, K. of 38 yards."
138460,12,2925,4,13:02,PHI,30,6,YKW,PHI,4.0,21.0,73.0,1.2329866992000003,51.56691753275196,"Punt by Forfeit, N. of 30 yards."
78325,9,2312,4,13:02,SJS,10,32,NO ,NO ,4.0,10.0,67.0,1.2329866992000003,51.56691753275196,"Punt by Corbett, K. of 46 yards. No return."
7674,1,31,3,7:17,OCO,7,5,ARI,OCO,4.0,2.0,51.0,1.2329005339553671,51.56691753275196,"Punt by Nugent, A. of 39 yards. No return."
107685,10,2577,3,10:01,NO ,10,24,BAL,BAL,4.0,8.0,64.0,1.2320770788000002,51.56293553139808,"Punt by Leg, P. of 52 yards. No return."
176720,16,3867,3,10:01,SJS,3,27,NO ,NO ,4.0,7.0,71.0,1.2320770788000002,51.56293553139808,"Punt by Donaldson, N. of 59 yards. No return."
228509,18,4618,3,1:26,NO ,20,20,CHI,CHI,4.0,7.0,88.0,1.2314825152000002,51.56293553139808,"Punt by Frost, A. of 57 yards."
198602,17,4297,4,8:44,SJS,10,10,NO ,NO ,4.0,25.0,95.0,1.2310210304,51.5589535300442,"Punt by Donaldson, N. of 42 yards. No return."
217771,18,4566,4,8:31,NO ,37,0,SJS,NO ,4.0,5.0,56.0,1.230706043537198,51.5589535300442,"Punt by Bobby, K. of 55 yards. Touchback."
