,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,recTeam,down,distance,dist2goal,surrenderIndex,percentiles,NFLpercentiles,play,result
169568,11,2709,1,6:22,COL,7,7,SJS,SJS,4.0,8.0,85.0,0.8,46.82027891370452,35.56723609286027,"Punt by Leg, P. of 61 yards.",Returned
74271,5,1428,3,13:02,LV ,6,21,SJS,LV ,4.0,2.0,67.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 51 yards. No return.",No return
170268,11,2712,3,13:32,SJS,0,20,YKW,SJS,4.0,3.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 47 yards.",Returned
300426,19,4809,3,13:45,SJS,0,35,AZ ,SJS,4.0,2.0,62.0,0.8,46.82027891370452,35.56723609286027,"Punt by Frost, A. of 62 yards. Touchback.",Touchback
170375,11,2713,1,12:23,NO ,0,0,COL,NO ,4.0,7.0,77.0,0.8,46.82027891370452,35.56723609286027,"Punt by Leg, P. of 47 yards. No return.",No return
202458,13,3055,1,7:08,YKW,0,6,NO ,NO ,4.0,10.0,65.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 44 yards.",Returned
202687,13,3056,1,0:26,COL,3,7,BAL,BAL,4.0,12.0,84.0,0.8,46.82027891370452,35.56723609286027,"Punt by Corbett, K. of 42 yards. No return.",No return
170828,11,2715,1,7:46,NO ,0,0,AZ ,NO ,4.0,8.0,63.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 46 yards. No return.",No return
202545,13,3055,2,0:15,YKW,3,23,NO ,YKW,4.0,3.0,76.0,0.8,46.82027891370452,35.56723609286027,"Punt by Meoff, B. of 53 yards. No return.",No return
72697,5,1421,1,5:54,BAL,0,7,OCO,OCO,4.0,13.0,65.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 38 yards. No return.",No return
40173,3,322,1,5:49,OCO,0,0,PHI,PHI,4.0,8.0,84.0,0.8,46.82027891370452,35.56723609286027,"Punt by Sims, A. of 52 yards. No return.",No return
170911,11,2715,2,0:40,NO ,14,10,AZ ,NO ,4.0,16.0,85.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 41 yards. No return.",No return
202438,13,3055,1,14:19,YKW,0,0,NO ,NO ,4.0,8.0,60.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 46 yards. No return.",No return
39964,3,321,1,8:20,COL,0,7,LV ,LV ,4.0,32.0,84.0,0.8,46.82027891370452,35.56723609286027,"Punt by Kicksit, B. of 61 yards. No return.",No return
40191,3,322,1,2:14,OCO,0,3,PHI,PHI,4.0,10.0,67.0,0.8,46.82027891370452,35.56723609286027,"Punt by Sims, A. of 31 yards.",Returned
300317,19,4809,1,13:34,SJS,0,0,AZ ,AZ,4.0,9.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by Bobby, K. of 55 yards.",Returned
40200,3,322,2,15:00,OCO,0,3,PHI,PHI,4.0,19.0,89.0,0.8,46.82027891370452,35.56723609286027,"Punt by Sims, A. of 42 yards.",Returned
255678,16,3933,2,14:16,AUS,3,7,PHI,PHI,4.0,18.0,81.0,0.8,46.82027891370452,35.56723609286027,"Punt by Crisco, A. of 41 yards. No return.",No return
72448,5,1420,1,13:26,LV ,0,0,COL,COL,4.0,7.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by Kicksit, B. of 62 yards. No return.",No return
263492,17,4297,1,10:53,SJS,0,0,NO ,SJS,4.0,9.0,79.0,0.8,46.82027891370452,35.56723609286027,"Punt by Frost, A. of 42 yards.",Returned
202780,13,3056,3,7:14,COL,16,28,BAL,COL,4.0,3.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Frost, A. of 50 yards. No return.",No return
72956,5,1422,2,1:43,COL,3,10,BAL,COL,4.0,2.0,66.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 65 yards. Touchback.",Touchback
263928,17,4299,1,9:13,COL,0,7,BAL,BAL,4.0,23.0,90.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jones II (R), J. of 61 yards.",Returned
39711,3,320,1,12:25,BAL,7,0,ARI,ARI,4.0,2.0,79.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 63 yards. No return.",No return
203129,13,3058,2,15:00,AZ ,3,10,PHI,PHI,4.0,15.0,88.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 46 yards.",Returned
73145,5,1423,2,10:56,AZ ,0,7,OCO,OCO,4.0,24.0,70.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 69 yards. Touchback.",Touchback
203096,13,3058,1,5:46,AZ ,0,7,PHI,AZ,4.0,12.0,75.0,0.8,46.82027891370452,35.56723609286027,"Punt by Fulture, K. of 34 yards. No return.",No return
203090,13,3058,1,8:09,AZ ,0,7,PHI,PHI,4.0,12.0,84.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 67 yards. No return.",No return
203069,13,3057,4,0:00,SJS,27,13,NO ,NO ,4.0,3.0,83.0,0.8,46.82027891370452,35.56723609286027,"Punt by Donaldson, N. of 34 yards. No return.",No return
39707,3,320,1,13:27,BAL,7,0,ARI,BAL,4.0,10.0,66.0,0.8,46.82027891370452,35.56723609286027,"Punt by Ronaldo, C. of 52 yards. No return.",No return
255498,16,3932,2,8:33,SJS,10,10,COL,COL,4.0,9.0,80.0,0.8,46.82027891370452,35.56723609286027,"Punt by Donaldson, N. of 46 yards. No return.",No return
39782,3,320,2,7:59,BAL,10,3,ARI,BAL,4.0,18.0,84.0,0.8,46.82027891370452,35.56723609286027,"Punt by Ronaldo, C. of 43 yards. No return.",No return
73096,5,1423,1,9:33,AZ ,0,0,OCO,OCO,4.0,8.0,64.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 43 yards. No return.",No return
39735,3,320,1,5:39,BAL,7,0,ARI,ARI,4.0,3.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 31 yards.",Returned
290183,18,4602,2,1:26,CHI,9,14,PHI,CHI,4.0,3.0,81.0,0.8,46.82027891370452,35.56723609286027,"Punt by Frost (R), B. of 56 yards. No return.",No return
202905,13,3057,1,0:40,SJS,7,0,NO ,SJS,4.0,16.0,86.0,0.8,46.82027891370452,35.56723609286027,"Punt by Meoff, B. of 37 yards. No return.",No return
202895,13,3057,1,2:41,SJS,7,0,NO ,SJS,4.0,11.0,81.0,0.8,46.82027891370452,35.56723609286027,"Punt by Meoff, B. of 57 yards.",Returned
39767,3,320,2,11:36,BAL,7,3,ARI,BAL,4.0,17.0,92.0,0.8,46.82027891370452,35.56723609286027,"Punt by Ronaldo, C. of 51 yards.",Returned
204231,13,3063,1,6:36,NO ,0,3,PHI,PHI,4.0,10.0,81.0,0.8,46.82027891370452,35.56723609286027,"Punt by Meoff, B. of 62 yards. No return.",No return
204235,13,3063,1,5:09,NO ,0,3,PHI,NO ,4.0,3.0,74.0,0.8,46.82027891370452,35.56723609286027,"Punt by Fulture, K. of 30 yards. No return.",No return
169091,11,2706,4,11:09,SJS,24,21,PHI,PHI,4.0,2.0,66.0,0.8,46.82027891370452,35.56723609286027,"Punt by Corbett, K. of 44 yards. No return.",No return
206181,14,3190,3,11:55,BAL,14,20,NO ,BAL,4.0,3.0,65.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntMachine8, Z. of 45 yards. No return.",No return
78103,6,1574,2,1:59,BAL,17,10,COL,BAL,4.0,11.0,82.0,0.8,46.82027891370452,35.56723609286027,"Punt by McCormick, M. of 54 yards.",Returned
78031,6,1574,1,7:58,BAL,0,0,COL,BAL,4.0,8.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by McCormick, M. of 53 yards. No return.",No return
166763,11,2696,1,10:02,SJS,0,0,AZ ,AZ,4.0,7.0,79.0,0.8,46.82027891370452,35.56723609286027,"Punt by Corbett, K. of 30 yards. No return.",No return
206355,14,3191,1,8:09,PHI,0,0,AZ ,AZ,4.0,9.0,61.0,0.8,46.82027891370452,35.56723609286027,"Punt by Legman1, Z. of 38 yards.",Returned
36713,3,306,1,12:16,ARI,0,0,YKW,YKW,4.0,9.0,64.0,0.8,46.82027891370452,35.56723609286027,"Punt by Ronaldo, C. of 50 yards.",Returned
36762,3,306,2,14:25,ARI,3,7,YKW,YKW,4.0,19.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Ronaldo, C. of 43 yards.",Returned
288886,18,4596,1,9:38,NO ,0,0,AUS,NO ,4.0,7.0,77.0,0.8,46.82027891370452,35.56723609286027,"Punt by Crisco, A. of 47 yards.",Returned
78332,6,1575,3,10:51,PHI,31,10,OCO,OCO,4.0,3.0,86.0,0.8,46.82027891370452,35.56723609286027,"Punt by Legman1, Z. of 48 yards.",Returned
254829,16,3929,2,1:29,BAL,7,10,OCO,OCO,4.0,14.0,69.0,0.8,46.82027891370452,35.56723609286027,"Punt by Brand (R), F. of 43 yards. No return.",No return
254836,16,3929,2,0:47,BAL,7,10,OCO,BAL,4.0,3.0,67.0,0.8,46.82027891370452,35.56723609286027,"Punt by Dasistwirklichseinnachname, A. of 55 yards. No return.",No return
77358,6,1571,1,3:40,AZ ,3,7,YKW,YKW,4.0,22.0,85.0,0.8,46.82027891370452,35.56723609286027,"Punt by Law, C. of 30 yards.",Returned
77353,6,1571,1,4:52,AZ ,3,7,YKW,AZ,4.0,21.0,76.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 53 yards.",Returned
254844,16,3929,3,13:38,BAL,7,10,OCO,BAL,4.0,3.0,66.0,0.8,46.82027891370452,35.56723609286027,"Punt by Dasistwirklichseinnachname, A. of 66 yards. Touchback.",Touchback
288896,18,4596,1,8:09,NO ,0,0,AUS,NO ,4.0,8.0,65.0,0.8,46.82027891370452,35.56723609286027,"Punt by Crisco, A. of 65 yards. Touchback.",Touchback
206391,14,3191,2,13:37,PHI,3,0,AZ ,PHI,4.0,14.0,70.0,0.8,46.82027891370452,35.56723609286027,"Punt by Vanderjagt, J. of 47 yards. No return.",No return
78345,6,1575,3,7:13,PHI,31,10,OCO,OCO,4.0,3.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Legman1, Z. of 52 yards.",Returned
205892,14,3189,1,1:49,OCO,7,7,YKW,YKW,4.0,8.0,66.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntBotPunt, Z. of 45 yards. No return.",No return
166251,11,2693,4,15:00,NO ,27,17,SJS,SJS,4.0,2.0,76.0,0.8,46.82027891370452,35.56723609286027,"Punt by Meoff, B. of 57 yards. No return.",No return
78686,6,1577,1,3:22,SJS,3,0,AZ ,SJS,4.0,17.0,71.0,0.8,46.82027891370452,35.56723609286027,"Punt by Law, C. of 30 yards.",Returned
288731,18,4595,2,14:56,AZ ,7,7,SJS,AZ,4.0,9.0,60.0,0.8,46.82027891370452,35.56723609286027,"Punt by Bobby, K. of 40 yards. Touchback.",Touchback
78675,6,1577,1,6:38,SJS,3,0,AZ ,SJS,4.0,10.0,85.0,0.8,46.82027891370452,35.56723609286027,"Punt by Law, C. of 30 yards.",Returned
166140,11,2693,1,3:09,NO ,7,0,SJS,NO ,4.0,10.0,80.0,0.8,46.82027891370452,35.56723609286027,"Punt by Corbett, K. of 42 yards.",Returned
36469,3,304,4,4:25,SJS,35,7,LV ,LV ,4.0,2.0,66.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 54 yards. No return.",No return
254755,16,3929,1,8:22,BAL,7,0,OCO,BAL,4.0,17.0,74.0,0.8,46.82027891370452,35.56723609286027,"Punt by Dasistwirklichseinnachname, A. of 53 yards. No return.",No return
288748,18,4595,2,9:41,AZ ,7,7,SJS,SJS,4.0,9.0,79.0,0.8,46.82027891370452,35.56723609286027,"Punt by Clutch (R), C. of 44 yards. No return.",No return
254789,16,3929,2,13:18,BAL,7,7,OCO,BAL,4.0,8.0,77.0,0.8,46.82027891370452,35.56723609286027,"Punt by Dasistwirklichseinnachname, A. of 74 yards. No return.",No return
36512,3,305,1,8:58,PHI,7,0,COL,PHI,4.0,15.0,94.0,0.8,46.82027891370452,35.56723609286027,"Punt by Kicksit, B. of 32 yards.",Returned
36547,3,305,1,0:10,PHI,17,0,COL,COL,4.0,3.0,90.0,0.8,46.82027891370452,35.56723609286027,"Punt by Harris, S. of 31 yards.",Returned
78507,6,1576,2,3:51,YKW,21,14,NO ,YKW,4.0,13.0,75.0,0.8,46.82027891370452,35.56723609286027,"Punt by Lombardi, J. of 31 yards.",Returned
166410,11,2694,3,13:22,BAL,7,24,PHI,BAL,4.0,2.0,76.0,0.8,46.82027891370452,35.56723609286027,"Punt by (R) Fulture, K. of 62 yards.",Returned
288793,18,4595,3,9:47,AZ ,17,7,SJS,SJS,4.0,2.0,61.0,0.8,46.82027891370452,35.56723609286027,"Punt by Clutch (R), C. of 61 yards. Touchback.",Touchback
78453,6,1576,1,5:08,YKW,7,0,NO ,YKW,4.0,15.0,85.0,0.8,46.82027891370452,35.56723609286027,"Punt by Lombardi, J. of 55 yards. No return.",No return
37125,3,307,4,12:40,OCO,48,10,BAL,BAL,4.0,2.0,76.0,0.8,46.82027891370452,35.56723609286027,"Punt by Sims, A. of 42 yards. No return.",No return
288969,18,4596,2,2:37,NO ,14,13,AUS,NO ,4.0,10.0,74.0,0.8,46.82027891370452,35.56723609286027,"Punt by Crisco, A. of 63 yards.",Returned
75163,5,1432,2,1:36,YKW,6,13,OCO,OCO,4.0,13.0,98.0,0.8,46.82027891370452,35.56723609286027,"Punt by Lombardi, J. of 34 yards.",Returned
38659,3,315,1,11:31,COL,0,6,BAL,BAL,4.0,13.0,90.0,0.8,46.82027891370452,35.56723609286027,"Punt by Kicksit, B. of 62 yards. No return.",No return
38309,3,313,1,2:08,LV ,7,3,SJS,LV ,4.0,10.0,91.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 36 yards.",Returned
204802,13,3065,3,0:42,PHI,7,20,SJS,PHI,4.0,2.0,72.0,0.8,46.82027891370452,35.56723609286027,"Punt by Donaldson, N. of 60 yards. No return.",No return
38491,3,314,1,3:36,PHI,0,7,YKW,YKW,4.0,12.0,98.0,0.8,46.82027891370452,35.56723609286027,"Punt by Harris, S. of 39 yards. No return.",No return
38500,3,314,1,0:29,PHI,0,7,YKW,YKW,4.0,10.0,89.0,0.8,46.82027891370452,35.56723609286027,"Punt by Harris, S. of 53 yards.",Returned
75879,6,1564,3,7:34,PHI,7,20,YKW,PHI,4.0,3.0,65.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 30 yards.",Returned
38520,3,314,2,9:33,PHI,0,7,YKW,YKW,4.0,10.0,80.0,0.8,46.82027891370452,35.56723609286027,"Punt by Harris, S. of 42 yards.",Returned
300935,19,4811,4,11:16,CHI,27,25,YKW,YKW,4.0,2.0,68.0,0.8,46.82027891370452,35.56723609286027,"Punt by Fulture, K. of 30 yards.",Returned
168126,11,2702,2,9:35,PHI,0,6,NO ,NO ,4.0,12.0,62.0,0.8,46.82027891370452,35.56723609286027,"Punt by (R) Fulture, K. of 58 yards. No return.",No return
204479,13,3064,1,4:28,OCO,0,3,NO ,NO ,4.0,20.0,61.0,0.8,46.82027891370452,35.56723609286027,"Punt by Anderson, A. of 61 yards. Touchback.",Touchback
75350,6,1562,1,0:06,OCO,10,7,NO ,OCO,4.0,14.0,94.0,0.8,46.82027891370452,35.56723609286027,"Punt by Lombardi, J. of 56 yards. No return.",No return
75293,6,1562,1,13:49,OCO,0,0,NO ,NO ,4.0,7.0,68.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntBotPunt, Z. of 31 yards. No return.",No return
300822,19,4811,2,5:40,CHI,17,10,YKW,CHI,4.0,10.0,64.0,0.8,46.82027891370452,35.56723609286027,"Punt by Donaldson, N. of 35 yards.",Returned
204443,13,3064,1,12:45,OCO,0,0,NO ,NO ,4.0,8.0,80.0,0.8,46.82027891370452,35.56723609286027,"Punt by Anderson, A. of 36 yards. No return.",No return
204244,13,3063,1,2:11,NO ,0,3,PHI,PHI,4.0,27.0,97.0,0.8,46.82027891370452,35.56723609286027,"Punt by Meoff, B. of 44 yards. No return.",No return
38202,3,312,3,5:18,OCO,7,24,ARI,OCO,4.0,3.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Ronaldo, C. of 45 yards.",Returned
168090,11,2702,1,6:07,PHI,0,3,NO ,NO ,4.0,11.0,76.0,0.8,46.82027891370452,35.56723609286027,"Punt by (R) Fulture, K. of 61 yards.",Returned
167392,11,2699,1,14:10,BAL,0,0,YKW,YKW,4.0,9.0,71.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 57 yards. No return.",No return
76884,6,1569,1,11:10,SJS,0,3,PHI,PHI,4.0,12.0,60.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 58 yards. No return.",No return
167414,11,2699,1,9:24,BAL,3,0,YKW,YKW,4.0,3.0,70.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 69 yards. Touchback.",Touchback
167418,11,2699,1,8:37,BAL,3,0,YKW,BAL,4.0,17.0,87.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 55 yards.",Returned
205692,13,3114,1,0:29,COL,3,0,OCO,COL,4.0,15.0,66.0,0.8,46.82027891370452,35.56723609286027,"Punt by Anderson, A. of 55 yards.",Returned
37469,3,309,2,9:48,OCO,10,14,LV ,OCO,4.0,3.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Walsh, B. of 34 yards.",Returned
37649,3,310,1,4:47,YKW,0,0,COL,YKW,4.0,9.0,64.0,0.8,46.82027891370452,35.56723609286027,"Punt by Kicksit, B. of 30 yards.",Returned
167683,11,2700,2,9:39,COL,14,10,AZ ,COL,4.0,10.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 40 yards.",Returned
254968,16,3930,1,6:39,CHI,3,0,NO ,CHI,4.0,13.0,75.0,0.8,46.82027891370452,35.56723609286027,"Punt by Frost, A. of 51 yards.",Returned
205079,13,3067,1,7:49,YKW,0,7,COL,COL,4.0,14.0,80.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 62 yards.",Returned
289125,18,4597,1,6:18,PHI,3,3,BAL,BAL,4.0,7.0,71.0,0.8,46.82027891370452,35.56723609286027,"Punt by Frost (R), B. of 30 yards.",Returned
76655,6,1568,1,8:00,YKW,0,0,COL,COL,4.0,7.0,77.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 41 yards.",Returned
205219,13,3067,4,11:07,YKW,10,31,COL,YKW,4.0,2.0,60.0,0.8,46.82027891370452,35.56723609286027,"Punt by Corbett, K. of 46 yards.",Returned
76558,6,1567,3,4:38,NO ,3,28,BAL,NO ,4.0,3.0,63.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 63 yards. Touchback.",Touchback
167947,11,2701,2,0:15,OCO,17,14,SJS,OCO,4.0,16.0,86.0,0.8,46.82027891370452,35.56723609286027,"Punt by Corbett, K. of 59 yards.",Returned
205125,13,3067,2,8:14,YKW,7,14,COL,COL,4.0,12.0,99.0,0.8,46.82027891370452,35.56723609286027,"Punt by Forfeit, N. of 49 yards. No return.",No return
72322,5,1419,2,4:59,PHI,17,13,AZ ,PHI,4.0,33.0,70.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 47 yards. No return.",No return
72200,5,1418,4,8:12,SJS,20,17,YKW,YKW,4.0,2.0,61.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 37 yards.",Returned
44771,4,716,2,0:59,BAL,17,13,OCO,BAL,4.0,15.0,85.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntBotPunt, Z. of 48 yards. No return.",No return
40291,3,322,3,7:47,OCO,7,9,PHI,OCO,4.0,3.0,81.0,0.8,46.82027891370452,35.56723609286027,"Punt by Harris, S. of 30 yards.",Returned
262734,17,4293,2,14:22,CHI,7,0,COL,CHI,4.0,15.0,71.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jones II (R), J. of 46 yards.",Returned
67211,5,1395,1,4:55,PHI,0,7,SJS,SJS,4.0,15.0,87.0,0.8,46.82027891370452,35.56723609286027,"Punt by Harris, S. of 39 yards.",Returned
43194,4,709,1,10:21,LV ,0,0,YKW,LV ,4.0,8.0,67.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntMachine6, Z. of 43 yards.",Returned
299420,19,4739,2,0:35,OCO,7,7,AUS,AUS,4.0,9.0,63.0,0.8,46.82027891370452,35.56723609286027,"Punt by Z, D. of 32 yards.",Returned
175154,12,2795,1,9:42,PHI,3,0,YKW,PHI,4.0,10.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntMachine6, Z. of 35 yards.",Returned
43247,4,709,2,8:49,LV ,7,7,YKW,YKW,4.0,9.0,86.0,0.8,46.82027891370452,35.56723609286027,"Punt by Bullard, T. of 30 yards.",Returned
175199,12,2795,2,13:20,PHI,17,0,YKW,YKW,4.0,3.0,91.0,0.8,46.82027891370452,35.56723609286027,"Punt by Legman1, Z. of 41 yards. No return.",No return
67095,5,1394,3,8:22,OCO,10,24,AZ ,OCO,4.0,2.0,76.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 32 yards.",Returned
43257,4,709,2,5:45,LV ,7,14,YKW,YKW,4.0,13.0,72.0,0.8,46.82027891370452,35.56723609286027,"Punt by Bullard, T. of 30 yards. No return.",No return
291808,18,4610,1,11:38,CHI,0,0,SJS,CHI,4.0,8.0,86.0,0.8,46.82027891370452,35.56723609286027,"Punt by Bobby, K. of 46 yards.",Returned
43326,4,709,4,14:22,LV ,7,31,YKW,LV ,4.0,2.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntMachine6, Z. of 36 yards.",Returned
66964,5,1394,1,10:03,OCO,0,7,AZ ,AZ,4.0,22.0,93.0,0.8,46.82027891370452,35.56723609286027,"Punt by Madlad, B. of 36 yards.",Returned
66834,5,1393,2,0:05,YKW,10,3,SJS,YKW,4.0,14.0,74.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 51 yards.",Returned
66795,5,1393,2,13:03,YKW,7,0,SJS,YKW,4.0,10.0,62.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 62 yards. Touchback.",Touchback
66783,5,1393,1,1:10,YKW,7,0,SJS,YKW,4.0,11.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 53 yards. No return.",No return
174950,12,2794,1,6:24,NO ,3,0,BAL,NO ,4.0,19.0,80.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntBot, Z. of 40 yards. No return.",No return
43019,4,708,1,4:55,PHI,0,3,BAL,BAL,4.0,12.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by Harris, S. of 50 yards.",Returned
67343,5,1395,3,0:00,PHI,6,34,SJS,PHI,4.0,3.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 50 yards. No return.",No return
67880,5,1398,2,14:07,COL,14,21,YKW,COL,4.0,2.0,72.0,0.8,46.82027891370452,35.56723609286027,"Punt by Lombardi, J. of 41 yards. No return.",No return
42586,3,559,2,10:18,OCO,0,3,ARI,ARI,4.0,17.0,77.0,0.8,46.82027891370452,35.56723609286027,"Punt by Sims, A. of 56 yards.",Returned
68118,5,1399,2,6:40,SJS,6,10,LV ,LV ,4.0,20.0,69.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 57 yards. No return.",No return
68008,5,1398,4,12:04,COL,20,56,YKW,COL,4.0,3.0,82.0,0.8,46.82027891370452,35.56723609286027,"Punt by Lombardi, J. of 47 yards.",Returned
174556,12,2792,1,3:04,NO ,14,7,AZ ,AZ,4.0,3.0,61.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntMachine8, Z. of 30 yards.",Returned
42643,3,559,3,10:38,OCO,0,20,ARI,OCO,4.0,2.0,67.0,0.8,46.82027891370452,35.56723609286027,"Punt by Ronaldo, C. of 67 yards. Touchback.",Touchback
256490,16,3937,1,5:30,SJS,0,3,AZ ,AZ,4.0,10.0,75.0,0.8,46.82027891370452,35.56723609286027,"Punt by Donaldson, N. of 43 yards.",Returned
198786,13,3038,1,2:31,BAL,3,7,SJS,SJS,4.0,16.0,86.0,0.8,46.82027891370452,35.56723609286027,"Punt by Frost, A. of 60 yards. No return.",No return
43002,4,708,1,9:45,PHI,0,0,BAL,PHI,4.0,7.0,64.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 49 yards.",Returned
174737,12,2793,1,9:47,PHI,3,0,OCO,PHI,4.0,16.0,88.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntBotPunt, Z. of 33 yards.",Returned
67562,5,1396,3,3:39,LV ,13,20,YKW,LV ,4.0,3.0,74.0,0.8,46.82027891370452,35.56723609286027,"Punt by Lombardi, J. of 37 yards.",Returned
42827,3,560,2,6:05,BAL,6,14,ARI,ARI,4.0,22.0,92.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 62 yards.",Returned
42838,3,560,2,3:18,BAL,6,14,ARI,ARI,4.0,18.0,88.0,0.8,46.82027891370452,35.56723609286027,"Punt by Turkleton, T. of 46 yards.",Returned
174835,12,2793,3,9:14,PHI,13,14,OCO,PHI,4.0,2.0,61.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntBotPunt, Z. of 50 yards. No return.",No return
198605,13,3037,2,6:43,OCO,7,21,PHI,OCO,4.0,3.0,63.0,0.8,46.82027891370452,35.56723609286027,"Punt by Fulture, K. of 49 yards.",Returned
66774,5,1393,1,3:58,YKW,7,0,SJS,YKW,4.0,10.0,85.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 40 yards.",Returned
43686,4,711,2,2:08,SJS,9,6,ARI,SJS,4.0,13.0,83.0,0.8,46.82027891370452,35.56723609286027,"Punt by Ronaldo, C. of 64 yards.",Returned
43695,4,711,2,1:36,SJS,9,6,ARI,ARI,4.0,2.0,65.0,0.8,46.82027891370452,35.56723609286027,"Punt by Blewitt, I. of 51 yards. No return.",No return
256979,16,3939,2,5:44,AZ ,14,0,OCO,AZ,4.0,3.0,73.0,0.8,46.82027891370452,35.56723609286027,"Punt by Dasistwirklichseinnachname, A. of 41 yards.",Returned
256931,16,3939,1,3:47,AZ ,14,0,OCO,OCO,4.0,3.0,78.0,0.8,46.82027891370452,35.56723609286027,"Punt by Lawes, S. of 60 yards.",Returned
299007,19,4737,2,5:55,PHI,3,10,AZ ,AZ,4.0,25.0,74.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntBotPunt, Z. of 46 yards.",Returned
44298,4,714,2,13:37,ARI,3,0,PHI,ARI,4.0,18.0,69.0,0.8,46.82027891370452,35.56723609286027,"Punt by Harris, S. of 46 yards.",Returned
65862,5,1388,4,2:31,LV ,33,52,AZ ,LV ,4.0,3.0,92.0,0.8,46.82027891370452,35.56723609286027,"Punt by Jackson, D. of 50 yards.",Returned
176131,12,2799,3,14:05,OCO,10,21,YKW,OCO,4.0,3.0,70.0,0.8,46.82027891370452,35.56723609286027,"Punt by PuntMachine6, Z. of 46 yards.",Returned
44473,4,715,1,9:57,COL,3,0,LV ,COL,4.0,16.0,93.0,0.8,46.82027891370452,35.56723609286027,"Punt by Bullard, T. of 30 yards.",Returned
176349,12,2800,3,13:06,PHI,13,14,AZ ,PHI,4.0,3.0,67.0,0.8,46.82027891370452,35.56723609286027,"Punt by Vanderjagt, J. of 50 yards.",Returned
