,S,gameID,homeTeam,awayTeam,teamPoss,Q,time,totTime,awayScore,homeScore,down,distance,dist2goal,play
165,17,4323,BAL,CHI,CHI,4,6:23,383,10,23,4,8,78,"Punt by Brand, F. of 62 yards."
166,17,4323,BAL,CHI,CHI,4,6:23,383,10,23,,,,"Returned by Oles, K. for 8 yards."
167,17,4323,BAL,CHI,CHI,4,6:12,372,10,23,1,10,76,"Pass by Jenkins, R., complete to Oles, K. for 8 yds. Tackle by Acho, M.."
168,17,4323,BAL,CHI,CHI,4,5:31,331,10,23,2,2,68,"Pass by Jenkins, R. to Oles, K. falls incomplete."
169,17,4323,BAL,CHI,CHI,4,5:25,325,10,23,3,2,68,"Rush by Torenson (R), S. for a short gain. Tackle by Oats, S.."
170,17,4323,BAL,CHI,BAL,4,5:01,301,10,23,4,2,68,"Punt by Fulture, K. of 41 yards."
171,17,4323,BAL,CHI,BAL,4,5:01,301,10,23,,,,"Returned by Hornbacher, A. for -4 yards."
172,17,4323,BAL,CHI,BAL,4,4:51,291,10,23,1,10,77,"Pass by Havran, C., complete to Espeeyeeseetee, A. for 32 yds. Tackle by Ridley, X.."
173,17,4323,BAL,CHI,BAL,4,3:39,219,10,23,1,10,45,"Rush by Jimbo, D. for 2 yds. Tackle by Saul, C.."
174,17,4323,BAL,CHI,BAL,4,3:16,196,10,23,2,8,43,"Pass by Havran, C., complete to Espeeyeeseetee, A. for 13 yds. Tackle by Ridley, X.."
175,17,4323,BAL,CHI,BAL,4,2:37,157,10,23,1,10,30,"Rush by Jimbo, D. for 3 yds. Tackle by Faux, B.."
176,17,4323,BAL,CHI,BAL,4,2:07,127,10,23,2,7,27,"Rush by Havran, C. for 5 yds. Tackle by Walker, C.."
177,17,4323,BAL,CHI,BAL,4,1:45,105,10,23,3,2,22,"Rush by Jimbo, D. for 10 yds. Tackle by Rambo, J.."
178,17,4323,BAL,CHI,BAL,4,1:12,72,10,23,1,10,12,"Rush by Jimbo, D. for 7 yds. Tackle by Faux, B.."
179,17,4323,BAL,CHI,BAL,4,0:36,36,10,23,2,3,5,Rush by Corvo Havran for 5 yds.
180,17,4323,BAL,CHI,BAL,4,0:19,19,10,30,,,,TOUCHDOWN! (Brand kick good)
181,17,4323,BAL,CHI,BAL,4,0:19,19,10,30,,,70,"Brand, F. kicks off."
182,17,4323,BAL,CHI,CHI,4,0:19,19,10,30,,,,The kick sails into the endzone.
183,17,4323,BAL,CHI,CHI,4,0:19,19,10,30,,,,"Oles, K. takes it out of the endzone!"
184,17,4323,BAL,CHI,CHI,4,0:19,19,10,30,,,83,"Kickoff of 76 yards. Returned by Oles, K. for 17 yards."
185,17,4323,BAL,CHI,CHI,4,0:12,12,10,30,1,10,83,"Pass by Jenkins, R., complete to Adams, R. for 6 yds. Tackle by Troyski, X.."
0,17,4324,OCO,PHI,OCO,1,15:00,3600,0,0,,,70,"Dasistwirklichseinnachname, A. kicks off."
1,17,4324,OCO,PHI,PHI,1,15:00,3600,0,0,,,,The kick sails into the endzone.
2,17,4324,OCO,PHI,PHI,1,15:00,3600,0,0,,,,"Garnett, L. takes it out of the endzone!"
3,17,4324,OCO,PHI,PHI,1,15:00,3600,0,0,,,,"Garnett, L. takes it down the left side."
4,17,4324,OCO,PHI,PHI,1,15:00,3600,0,0,,,,"Garnett, L. is finally brought down. A 33 yard return."
5,17,4324,OCO,PHI,PHI,1,14:52,3592,0,0,1,10,67,"Pass by Falconi, A., complete to Jones, V. for 4 yds. Tackle by Hobbs, S.."
6,17,4324,OCO,PHI,PHI,1,14:14,3554,0,0,2,6,63,"Pass by Falconi, A., complete to Jones, V. for 16 yds. Tackle by Grievous, L.."
7,17,4324,OCO,PHI,PHI,1,13:38,3518,0,0,1,10,46,"Rush by Brown, M. for 8 yds. Tackle by Ramsey Jr., G.."
8,17,4324,OCO,PHI,PHI,1,13:12,3492,0,0,2,2,38,"Pass by Falconi, A. to Jones, V. was dropped! Incomplete."
9,17,4324,OCO,PHI,PHI,1,13:06,3486,0,0,3,2,38,"Rush by Brown, M. for 5 yds. Tackle by Grievous, L.."
10,17,4324,OCO,PHI,PHI,1,12:44,3464,0,0,1,10,33,"Pass by Falconi, A., complete to Varga, N. for 11 yds. Tackle by Showbiz, G.."
11,17,4324,OCO,PHI,PHI,1,12:10,3430,0,0,1,10,22,"Rush by Hank, F. for 7 yds. Tackle by Rice, J.."
12,17,4324,OCO,PHI,PHI,1,11:46,3406,0,0,2,3,15,"Rush by Falconi, A. for 7 yds. Tackle by Ramsey Jr., G.."
13,17,4324,OCO,PHI,PHI,1,11:14,3374,0,0,1,8,8,"Rush by Brown, M. for 2 yds. Tackle by Hobbs, S.."
14,17,4324,OCO,PHI,PHI,1,10:52,3352,0,0,2,6,6,"Rush by Brown, M. for 2 yds. Tackle by Grievous, L.."
15,17,4324,OCO,PHI,PHI,1,10:31,3331,0,0,3,4,4,"Pass by Falconi, A. to Brown, M. is incomplete. Broken up by Grievous, L.."
16,17,4324,OCO,PHI,PHI,1,10:28,3328,3,0,4,4,4,"21 yard FG by Castleberry, R. is good."
17,17,4324,OCO,PHI,PHI,1,10:28,3328,3,0,,,70,"Castleberry, R. kicks off."
18,17,4324,OCO,PHI,OCO,1,10:28,3328,3,0,,,79,"Kickoff of 60 yards. Returned by Blaze, J. for 11 yards."
19,17,4324,OCO,PHI,OCO,1,10:25,3325,3,0,1,10,79,"Rush by Reed, A. for a short gain. Tackle by McGwire, A.."
20,17,4324,OCO,PHI,OCO,1,10:02,3302,3,0,2,10,79,"Pass by Armstrong (R), F., complete to Blaze, J. for 7 yds. Tackle by Emoji, E.."
21,17,4324,OCO,PHI,OCO,1,9:29,3269,3,0,3,3,72,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 7 yds. Tackle by Garnett, L.."
22,17,4324,OCO,PHI,OCO,1,8:52,3232,3,0,1,10,65,"Rush by Reed, A. for a short gain. Tackle by Smyles, L.."
23,17,4324,OCO,PHI,OCO,1,8:35,3215,3,0,2,10,65,"Pass by Armstrong (R), F., complete to Sunnycursed, N. for 8 yds. Tackle by D'Attoria V, R.."
24,17,4324,OCO,PHI,OCO,1,8:01,3181,3,0,3,2,57,"Rush by Reed, A. for 12 yds. Tackle by Cox III, J.."
25,17,4324,OCO,PHI,OCO,1,7:25,3145,3,0,1,10,45,"Rush by Reed, A. for 1 yds. Tackle by Hardshaft, R.."
26,17,4324,OCO,PHI,OCO,1,7:06,3126,3,0,2,9,44,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 19 yds. Tackle by Emoji, E.."
27,17,4324,OCO,PHI,OCO,1,6:20,3080,3,0,1,10,25,"Pass by Armstrong (R), F. to Sunnycursed, N. falls incomplete."
28,17,4324,OCO,PHI,OCO,1,6:13,3073,3,0,2,10,25,"Rush by Reed, A. for 4 yds. Tackle by Smyles, L.."
29,17,4324,OCO,PHI,OCO,1,5:49,3049,3,0,3,6,21,"Pass by Armstrong (R), F. to Blaze, J. was dropped! Incomplete."
30,17,4324,OCO,PHI,OCO,1,5:44,3044,3,3,4,6,21,"38 yard FG by Dasistwirklichseinnachname, A. is good."
31,17,4324,OCO,PHI,OCO,1,5:44,3044,3,3,,,70,"Dasistwirklichseinnachname, A. kicks off."
32,17,4324,OCO,PHI,PHI,1,5:44,3044,3,3,,,83,"Kickoff of 65 yards. Returned by Garnett, L. for 12 yards."
33,17,4324,OCO,PHI,PHI,1,5:42,3042,3,3,1,10,83,"Pass by Falconi, A., complete to Jones, V. for 20 yds. Tackle by Hobbs, S.."
34,17,4324,OCO,PHI,PHI,1,4:59,2999,3,3,1,10,63,"Pass by Falconi, A. to von Matt, J. is incomplete. Broken up by Rice, J.."
35,17,4324,OCO,PHI,PHI,1,4:54,2994,3,3,2,10,63,"Falconi, A. SACKED by Thorian Skarsgard - DT for -7 yds."
36,17,4324,OCO,PHI,PHI,1,4:28,2968,3,3,3,17,70,"Pass by Falconi, A., complete to von Matt, J. for 39 yds. Tackle by Rice, J.."
37,17,4324,OCO,PHI,PHI,1,3:17,2897,3,3,1,10,31,"Pass by Falconi, A., complete to Varga, N. for 8 yds. Tackle by Showbiz, G.."
38,17,4324,OCO,PHI,PHI,1,2:46,2866,3,3,2,2,23,"Pass by Falconi, A. to Jones, V. falls incomplete."
39,17,4324,OCO,PHI,PHI,1,2:42,2862,3,3,3,2,23,"Pass by Falconi, A., complete to Jones, V. for 6 yds. Tackle by Ginsberg, D.."
40,17,4324,OCO,PHI,PHI,1,2:09,2829,3,3,1,10,17,"Rush by Brown, M. for 6 yds. Tackle by Ramsey Jr., G.."
41,17,4324,OCO,PHI,PHI,1,1:47,2807,3,3,2,4,11,"Pass by Falconi, A., complete to Varga, N. for 11 yds."
42,17,4324,OCO,PHI,PHI,1,1:07,2767,10,3,,,,TOUCHDOWN! (Castleberry kick good)
43,17,4324,OCO,PHI,PHI,1,1:07,2767,10,3,,,70,"Castleberry, R. kicks off."
44,17,4324,OCO,PHI,OCO,1,1:07,2767,10,3,,,67,"Kickoff of 66 yards. Returned by Sunnycursed, N. for 29 yards."
45,17,4324,OCO,PHI,OCO,1,1:00,2760,10,3,1,10,67,"Rush by Reed, A. for 1 yds. Tackle by Cox III, J.."
46,17,4324,OCO,PHI,OCO,1,0:42,2742,10,3,2,9,66,"Rush by Reed, A. for 2 yds. Tackle by McMorris (R), J.."
47,17,4324,OCO,PHI,OCO,1,0:29,2729,10,3,3,7,64,"Pass by Armstrong (R), F. to Mongo (R), H. falls incomplete."
48,17,4324,OCO,PHI,OCO,1,0:25,2725,10,3,4,7,64,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 23 yds. Tackle by Emoji, E.."
49,17,4324,OCO,PHI,OCO,2,15:00,2700,10,3,1,10,41,"Rush by Reed, A. for 2 yds. Tackle by Smyles, L.."
50,17,4324,OCO,PHI,OCO,2,14:39,2679,10,3,2,8,39,"Armstrong (R), F. SACKED by Luke Smyles - DE for -6 yds."
51,17,4324,OCO,PHI,OCO,2,14:10,2650,10,3,3,14,45,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 43 yds. Tackle by Garnett, L.."
52,17,4324,OCO,PHI,OCO,2,12:55,2575,10,3,1,2,2,Rush by Apollo Reed for 2 yds.
53,17,4324,OCO,PHI,OCO,2,12:47,2567,10,10,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good)
54,17,4324,OCO,PHI,OCO,2,12:47,2567,10,10,,,70,"Dasistwirklichseinnachname, A. kicks off."
55,17,4324,OCO,PHI,PHI,2,12:47,2567,10,10,,,,The kick sails into the endzone.
56,17,4324,OCO,PHI,PHI,2,12:47,2567,10,10,,,,"von Matt, J. takes it out of the endzone!"
57,17,4324,OCO,PHI,PHI,2,12:47,2567,10,10,,,,"von Matt, J. takes it down the middle."
58,17,4324,OCO,PHI,PHI,2,12:47,2567,10,10,,,,"von Matt, J. is finally brought down. A 37 yard return."
59,17,4324,OCO,PHI,PHI,2,12:41,2561,10,10,1,10,63,"Pass by Falconi, A., complete to Brown, M. for 13 yds. Tackle by Schneider, D.."
60,17,4324,OCO,PHI,PHI,2,11:48,2508,10,10,1,10,49,"Rush by Brown, M. for 9 yds. Tackle by Rice, J.."
61,17,4324,OCO,PHI,PHI,2,11:23,2483,10,10,2,1,40,"Pass by Falconi, A., complete to Hank, F. for 12 yds. Tackle by Ramsey Jr., G.."
62,17,4324,OCO,PHI,PHI,2,10:43,2443,10,10,1,10,28,"Falconi, A. SACKED by Lanzer Grievous - LB for -6 yds."
63,17,4324,OCO,PHI,PHI,2,10:11,2411,10,10,2,16,34,"Pass by Falconi, A., complete to Varga, N. for 11 yds. Tackle by Showbiz, G.."
64,17,4324,OCO,PHI,PHI,2,9:30,2370,10,10,3,5,23,"Pass by Falconi, A. to von Matt, J. falls incomplete."
65,17,4324,OCO,PHI,PHI,2,9:25,2365,10,10,4,5,23,"40 yard FG by Castleberry, R. is NO good."
66,17,4324,OCO,PHI,OCO,2,9:25,2365,10,10,1,10,77,"Rush by Reed, A. for 1 yds. Tackle by Kalilmoku, I.."
67,17,4324,OCO,PHI,OCO,2,9:07,2347,10,10,2,9,76,"Rush by Blaze, J. for 3 yds. Tackle by McMorris (R), J.."
68,17,4324,OCO,PHI,OCO,2,8:42,2322,10,10,3,6,73,"Pass by Armstrong (R), F. to Reed, A. is incomplete. Broken up by McMorris (R), J.."
69,17,4324,OCO,PHI,PHI,2,8:39,2319,10,10,4,6,73,"Punt by Dasistwirklichseinnachname, A. of 43 yards."
70,17,4324,OCO,PHI,PHI,2,8:39,2319,10,10,,,,"Returned by Emoji, E. for 13 yards."
71,17,4324,OCO,PHI,PHI,2,8:24,2304,10,10,1,20,68,"Liberty Penalty on Tyler, J.: Illegal block below the waist."
72,17,4324,OCO,PHI,PHI,2,8:04,2284,10,10,1,20,68,"Rush by Falconi, A. for 20 yds. Tackle by Schneider, D.."
73,17,4324,OCO,PHI,PHI,2,7:24,2244,10,10,1,10,47,"Rush by Brown, M. for 8 yds. Tackle by Ginsberg, D.."
74,17,4324,OCO,PHI,PHI,2,6:50,2210,10,10,2,2,39,"Falconi, A. SACKED by David Ginsberg - LB for -6 yds."
75,17,4324,OCO,PHI,PHI,2,6:25,2185,10,10,3,8,45,"Pass by Falconi, A., complete to Hank, F. for 16 yds. Tackle by Schneider, D.."
76,17,4324,OCO,PHI,PHI,2,5:35,2135,10,10,1,10,29,"Rush by Brown, M. for 8 yds. Tackle by Ramsey Jr., G.."
77,17,4324,OCO,PHI,PHI,2,5:17,2117,10,10,2,2,21,"Pass by Falconi, A. to Varga, N. is incomplete. Broken up by Schneider, D.."
78,17,4324,OCO,PHI,PHI,2,5:10,2110,10,10,3,2,21,"Pass by Falconi, A., complete to von Matt, J. for 11 yds. Tackle by Rice, J.."
79,17,4324,OCO,PHI,PHI,2,4:25,2065,10,10,1,10,10,"Rush by Brown, M. for a short gain. Tackle by Salami, T.."
80,17,4324,OCO,PHI,PHI,2,4:09,2049,10,10,2,10,10,"Pass by Falconi, A. to Varga, N. is incomplete. Broken up by Showbiz, G.."
81,17,4324,OCO,PHI,PHI,2,4:03,2043,10,10,3,10,10,"Pass by Falconi, A., to Varga, N.. INTERCEPTION by Showbiz, G. at the OCO - 3 yard line and returned for 4 yards."
82,17,4324,OCO,PHI,OCO,2,3:44,2024,10,10,1,10,93,"Rush by Reed, A. for 2 yds. Tackle by Stokeley, G.."
83,17,4324,OCO,PHI,OCO,2,3:21,2001,10,10,2,8,91,"Pass by Armstrong (R), F., complete to Blaze, J. for 12 yds. Tackle by Bohne, D.."
84,17,4324,OCO,PHI,OCO,2,2:33,1953,10,10,1,10,79,"Pass by Armstrong (R), F. to Blaze, J. was dropped! Incomplete."
85,17,4324,OCO,PHI,OCO,2,2:29,1949,10,10,2,10,79,"Rush by Reed, A. for 7 yds. Tackle by McMorris (R), J.."
86,17,4324,OCO,PHI,OCO,2,2:07,1927,10,10,3,3,72,"Pass by Armstrong (R), F. to Pitcher, A. is incomplete. Broken up by McMorris (R), J.."
87,17,4324,OCO,PHI,PHI,2,2:03,1923,10,10,4,3,72,"Punt by Dasistwirklichseinnachname, A. of 71 yards. Touchback."
88,17,4324,OCO,PHI,PHI,2,1:59,1919,10,10,1,10,80,"Rush by Brown, M. for 8 yds. Tackle by Rice, J.."
89,17,4324,OCO,PHI,PHI,2,1:59,1919,10,10,2,2,72,Philadelphia Liberty : Timeout
90,17,4324,OCO,PHI,PHI,2,1:37,1897,10,10,2,2,72,"Pass by Falconi, A. to Hank, F. was dropped! Incomplete."
91,17,4324,OCO,PHI,PHI,2,1:34,1894,10,10,3,2,72,"Pass by Falconi, A., complete to Varga, N. for 11 yds. Tackle by Schneider, D.."
92,17,4324,OCO,PHI,PHI,2,1:34,1894,10,10,1,10,61,Philadelphia Liberty : Timeout
93,17,4324,OCO,PHI,PHI,2,1:09,1869,10,10,1,10,61,"Pass by Falconi, A. to von Matt, J. was dropped! Incomplete."
94,17,4324,OCO,PHI,PHI,2,1:05,1865,10,10,2,10,61,"Pass by Falconi, A., complete to Hardwick, S. for 12 yds. Tackle by Showbiz, G.."
95,17,4324,OCO,PHI,PHI,2,1:05,1865,10,10,1,10,49,Philadelphia Liberty : Timeout
96,17,4324,OCO,PHI,PHI,2,0:35,1835,10,10,1,20,59,"Liberty Penalty on Hayes, R.: Illegal use of Hands."
97,17,4324,OCO,PHI,PHI,2,0:10,1810,10,10,1,20,59,"Rush by Brown, M. for 6 yds. Tackle by Grievous, L.."
98,17,4324,OCO,PHI,PHI,3,15:00,1800,10,10,,,70,"Castleberry, R. kicks off."
99,17,4324,OCO,PHI,OCO,3,15:00,1800,10,10,,,82,"Kickoff of 66 yards. Returned by Sunnycursed, N. for 14 yards."
100,17,4324,OCO,PHI,OCO,3,14:54,1794,10,10,1,10,82,"Rush by Reed, A. for 7 yds. Tackle by D'Attoria V, R.."
101,17,4324,OCO,PHI,OCO,3,14:22,1762,10,10,2,3,75,"Pass by Armstrong (R), F., complete to Sunnycursed, N. for 12 yds. Tackle by D'Attoria V, R.."
102,17,4324,OCO,PHI,OCO,3,13:39,1719,10,10,1,10,63,"Rush by Reed, A. for a short gain. Tackle by Smyles, L.."
103,17,4324,OCO,PHI,OCO,3,13:16,1696,10,10,2,10,63,"Pass by Armstrong (R), F., complete to Blaze, J. for 16 yds. Tackle by Emoji, E.."
104,17,4324,OCO,PHI,OCO,3,12:28,1648,10,10,1,10,47,"Pass by Armstrong (R), F., complete to Reed, A. for a short gain. Tackle by Smyles, L.."
105,17,4324,OCO,PHI,OCO,3,11:49,1609,10,10,2,10,47,"Pass by Armstrong (R), F. to Blaze, J. falls incomplete."
106,17,4324,OCO,PHI,OCO,3,11:45,1605,10,10,3,10,47,"Pass by Armstrong (R), F., complete to Pitcher, A. for 1 yds. Tackle by Bohne, D.."
107,17,4324,OCO,PHI,OCO,3,11:01,1561,10,10,4,9,46,"Pass by Armstrong (R), F., complete to Pitcher, A. for 3 yds. Tackle by Stokeley, G.."
108,17,4324,OCO,PHI,OCO,3,11:01,1561,10,10,4,6,43,Turnover on downs.
109,17,4324,OCO,PHI,PHI,3,10:38,1538,10,10,1,10,57,"Pass by Falconi, A., complete to von Matt, J. for 43 yds. Tackle by Rice, J.."
110,17,4324,OCO,PHI,PHI,3,9:18,1458,10,10,1,10,14,"Rush by Brown, M. for 5 yds. Tackle by Ginsberg, D.."
111,17,4324,OCO,PHI,PHI,3,8:53,1433,10,10,2,5,9,"Pass by Falconi, A., complete to Brown, M. for 8 yds. Tackle by Rice, J.."
112,17,4324,OCO,PHI,PHI,3,8:21,1401,10,10,1,1,1,"Pass by Falconi, A. to Jones, V. is incomplete. Broken up by Grievous, L.."
113,17,4324,OCO,PHI,PHI,3,8:16,1396,10,10,2,1,1,Rush by Marquise Brown for 1 yds.
114,17,4324,OCO,PHI,PHI,3,8:08,1388,17,10,,,,TOUCHDOWN! (Castleberry kick good)
115,17,4324,OCO,PHI,PHI,3,8:08,1388,17,10,,,70,"Castleberry, R. kicks off."
116,17,4324,OCO,PHI,OCO,3,8:08,1388,17,10,,,74,"Kickoff of 61 yards. Returned by Sunnycursed, N. for 17 yards."
117,17,4324,OCO,PHI,OCO,3,8:05,1385,17,10,1,10,74,"Pass by Armstrong (R), F. to Blaze, J. was dropped! Incomplete."
118,17,4324,OCO,PHI,OCO,3,8:02,1382,17,10,2,10,74,"Rush by Reed, A. for 17 yds. Tackle by Emoji, E.."
119,17,4324,OCO,PHI,OCO,3,7:26,1346,17,10,1,15,62,"Otters Penalty on Pitcher, A.: Delay of Game."
120,17,4324,OCO,PHI,OCO,3,7:26,1346,17,10,1,15,62,"Pass by Armstrong (R), F. to Halvorsen, T. is incomplete. Broken up by Garnett, L.."
121,17,4324,OCO,PHI,OCO,3,7:19,1339,17,10,2,15,62,"Pass by Armstrong (R), F. to Blaze, J. is incomplete. Broken up by McMorris (R), J.."
122,17,4324,OCO,PHI,OCO,3,7:13,1333,17,10,3,15,62,"Pass by Armstrong (R), F. to Blaze, J. falls incomplete."
123,17,4324,OCO,PHI,PHI,3,7:07,1327,17,10,4,15,62,"Punt by Dasistwirklichseinnachname, A. of 62 yards. Touchback."
124,17,4324,OCO,PHI,PHI,3,7:02,1322,17,10,1,10,80,"Pass by Falconi, A. to von Matt, J. falls incomplete."
125,17,4324,OCO,PHI,PHI,3,6:57,1317,17,10,2,10,80,"Pass by Falconi, A., complete to von Matt, J. for 8 yds. Tackle by Schneider, D.."
126,17,4324,OCO,PHI,PHI,3,6:19,1279,17,10,3,2,72,"Rush by Brown, M. for a short gain. Tackle by Hobbs, S.."
127,17,4324,OCO,PHI,OCO,3,5:58,1258,17,10,4,2,72,"Punt by Castleberry, R. of 57 yards. No return."
128,17,4324,OCO,PHI,OCO,3,5:50,1250,17,10,1,10,85,"Rush by Reed, A. for 1 yds. Tackle by Smyles, L.."
129,17,4324,OCO,PHI,OCO,3,5:27,1227,17,10,2,9,84,"Rush by Reed, A. for 4 yds. Tackle by Stokeley, G.."
130,17,4324,OCO,PHI,OCO,3,5:01,1201,17,10,3,5,80,"Rush by Reed, A. for 5 yds. Tackle by McMorris (R), J.."
131,17,4324,OCO,PHI,OCO,3,4:47,1187,17,10,1,10,75,"Rush by Reed, A. for a short gain. Tackle by Smyles, L.."
132,17,4324,OCO,PHI,OCO,3,4:30,1170,17,10,2,5,70,"Liberty Penalty on Bohne, D.: Offsides."
133,17,4324,OCO,PHI,OCO,3,4:30,1170,17,10,2,15,80,"Otters Penalty on Dye, A.: Illegal use of Hands."
134,17,4324,OCO,PHI,OCO,3,3:56,1136,17,10,2,15,80,"Pass by Armstrong (R), F. to Sunnycursed, N. falls incomplete."
135,17,4324,OCO,PHI,OCO,3,3:49,1129,17,10,3,15,80,"Pass by Armstrong (R), F., complete to Sunnycursed, N. for 45 yds. Tackle by Emoji, E.."
136,17,4324,OCO,PHI,OCO,3,2:32,1052,17,10,1,10,35,"Rush by Reed, A. for 4 yds. Tackle by McMorris (R), J.."
137,17,4324,OCO,PHI,OCO,3,2:10,1030,17,10,2,6,31,"Rush by Reed, A. for a short gain. Tackle by Kalilmoku, I.."
138,17,4324,OCO,PHI,OCO,3,1:56,1016,17,10,3,16,41,"Otters Penalty on Wokkenfuss, G.: Holding."
139,17,4324,OCO,PHI,OCO,3,1:07,967,17,10,3,16,41,"Pass by Armstrong (R), F., complete to Blaze, J. for 8 yds. Tackle by Emoji, E.."
140,17,4324,OCO,PHI,OCO,3,0:15,915,17,10,4,8,33,"Pass by Armstrong (R), F., complete to Reed, A. for 5 yds. Tackle by McMorris (R), J.."
141,17,4324,OCO,PHI,OCO,3,0:15,915,17,10,4,3,28,Turnover on downs.
142,17,4324,OCO,PHI,PHI,4,15:00,900,17,10,1,10,72,"Rush by Brown, M. for 6 yds. Tackle by Ramsey Jr., G.."
143,17,4324,OCO,PHI,PHI,4,14:40,880,17,10,2,4,66,"Rush by Brown, M. for 5 yds. Tackle by Ginsberg, D.."
144,17,4324,OCO,PHI,PHI,4,14:12,852,17,10,1,15,66,"Liberty Penalty on Brown, M.: Delay of Game."
145,17,4324,OCO,PHI,PHI,4,14:12,852,17,10,1,15,66,"Rush by Brown, M. for 5 yds. Tackle by Ramsey Jr., G.."
146,17,4324,OCO,PHI,PHI,4,13:50,830,17,10,2,20,71,"Liberty Penalty on Hardwick, S.: Holding."
147,17,4324,OCO,PHI,PHI,4,13:30,810,17,10,2,20,71,"Pass by Falconi, A. to Jones, V. was dropped! Incomplete."
148,17,4324,OCO,PHI,PHI,4,13:23,803,17,10,3,20,71,"Pass by Falconi, A., complete to Varga, N. for 20 yds. Tackle by Showbiz, G.."
149,17,4324,OCO,PHI,PHI,4,12:33,753,17,10,1,10,51,"Pass by Falconi, A. to Brown, M. was dropped! Incomplete."
150,17,4324,OCO,PHI,PHI,4,12:29,749,17,10,2,10,51,"Rush by Brown, M. for 5 yds. Tackle by Rice, J.."
151,17,4324,OCO,PHI,PHI,4,12:10,730,17,10,3,5,46,"Rush by Brown, M. for 6 yds. Tackle by Hobbs, S.."
152,17,4324,OCO,PHI,PHI,4,11:36,696,17,10,1,10,40,"Pass by Falconi, A., complete to Hardwick, S. for 36 yds. Tackle by Rice, J.."
153,17,4324,OCO,PHI,PHI,4,10:32,632,17,10,1,4,4,Rush by Marquise Brown for 4 yds.
154,17,4324,OCO,PHI,PHI,4,10:22,622,24,10,,,,TOUCHDOWN! (Castleberry kick good)
155,17,4324,OCO,PHI,PHI,4,10:22,622,24,10,,,70,"Castleberry, R. kicks off."
156,17,4324,OCO,PHI,OCO,4,10:22,622,24,10,,,,The kick sails into the endzone.
157,17,4324,OCO,PHI,OCO,4,10:22,622,24,10,,,,"Blaze, J. takes it out of the endzone!"
158,17,4324,OCO,PHI,OCO,4,10:22,622,24,10,,,76,"Kickoff of 71 yards. Returned by Blaze, J. for 24 yards."
159,17,4324,OCO,PHI,OCO,4,10:12,612,24,10,1,10,76,"Rush by Reed, A. for 1 yds. Tackle by Smyles, L.."
160,17,4324,OCO,PHI,OCO,4,9:57,597,24,10,2,9,75,"Rush by Reed, A. for 7 yds. Tackle by Stokeley, G.."
161,17,4324,OCO,PHI,OCO,4,9:26,566,24,10,3,2,68,"Rush by Reed, A. for a short gain. Tackle by Hardshaft, R.."
162,17,4324,OCO,PHI,PHI,4,9:11,551,24,10,4,2,68,"Punt by Dasistwirklichseinnachname, A. of 47 yards. No return."
163,17,4324,OCO,PHI,PHI,4,9:03,543,24,10,1,10,80,"Pass by Falconi, A., complete to Hardwick, S. for 28 yds. Tackle by Hobbs, S.."
164,17,4324,OCO,PHI,PHI,4,8:04,484,24,10,1,10,52,"Rush by Brown, M. for 13 yds. Tackle by Hobbs, S.."
165,17,4324,OCO,PHI,PHI,4,7:30,450,24,10,1,10,38,"Rush by Brown, M. for 2 yds. Tackle by Ramsey Jr., G.."
166,17,4324,OCO,PHI,PHI,4,7:10,430,24,10,2,8,36,"Pass by Falconi, A., complete to Varga, N. for 22 yds. Tackle by Schneider, D.."
167,17,4324,OCO,PHI,PHI,4,6:33,393,24,10,1,10,14,"Pass by Falconi, A. to von Matt, J. is incomplete. Broken up by Hobbs, S.."
168,17,4324,OCO,PHI,PHI,4,6:29,389,24,10,2,10,14,"Pass by Falconi, A., to Jones, V.. INTERCEPTION by Showbiz, G. at the OCO - 8 yard line and returned for 80 yards."
169,17,4324,OCO,PHI,OCO,4,6:09,369,24,10,1,10,11,"Rush by Blaze, J. for 2 yds. Tackle by Cox III, J.."
170,17,4324,OCO,PHI,OCO,4,5:38,338,24,10,2,8,9,"Pass by Armstrong (R), F. to Mongo (R), H. is incomplete. Broken up by McMorris (R), J.."
171,17,4324,OCO,PHI,OCO,4,5:33,333,24,10,3,8,9,"Pass by Armstrong (R), F., complete to Sunnycursed, N. for 9 yds."
172,17,4324,OCO,PHI,OCO,4,5:09,309,24,17,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good)
173,17,4324,OCO,PHI,OCO,4,5:09,309,24,17,,,70,"Dasistwirklichseinnachname, A. kicks off."
174,17,4324,OCO,PHI,PHI,4,5:09,309,24,17,,,,The kick sails into the endzone.
175,17,4324,OCO,PHI,PHI,4,5:09,309,24,17,,,,"von Matt, J. takes it out of the endzone!"
176,17,4324,OCO,PHI,PHI,4,5:09,309,24,17,,,72,"Kickoff of 78 yards. Returned by von Matt, J. for 28 yards."
177,17,4324,OCO,PHI,PHI,4,4:59,299,24,17,1,10,72,"Pass by Falconi, A. to Hardwick, S. falls incomplete."
178,17,4324,OCO,PHI,PHI,4,4:55,295,24,17,2,10,72,"Pass by Falconi, A., complete to Varga, N. for 11 yds. Tackle by Showbiz, G.."
