,S,W,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,surrenderRank,percentiles,NFLpercentiles,play,result
175997,22,1,5361,4,7:24,CHI,10,48,PHI,PHI,CHI,4.0,2.0,PHI,72.0,30.0,42.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Louis (R), L. of 30 yards.",Returned
252778,25,12,6449,1,8:07,AUS,3,0,HON,HON,AUS,4.0,16.0,HON,60.0,40.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Powers, V. of 60 yards. Touchback.",Touchback
158312,20,13,5033,2,2:21,COL,10,7,NO,NO,COL,4.0,10.0,NO,84.0,53.0,31.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Prohaska (R), H. of 53 yards. No return.",No return
200203,23,6,5630,1,0:23,BAL,7,3,AZ,AZ,BAL,4.0,10.0,AZ,80.0,40.0,40.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jay-Jaymison, J. of 40 yards. No return.",No return
95378,17,5,4309,2,11:38,BAL,7,14,YKW,BAL,YKW,4.0,10.0,BAL,63.0,52.0,11.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Brand, F. of 52 yards.",Returned
176090,22,1,5362,2,6:49,HON,0,7,OCO,HON,OCO,4.0,10.0,HON,80.0,41.0,39.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Powers, V. of 41 yards. No return.",No return
173730,21,13,5218,2,2:08,PHI,13,17,AUS,AUS,PHI,4.0,2.0,AUS,85.0,71.0,14.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Crisco, A. of 71 yards. No return.",No return
220017,24,5,6159,4,1:51,AZ,3,23,OCO,OCO,AZ,4.0,2.0,OCO,75.0,49.0,26.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Dasistwirklichseinnachname, A. of 49 yards. No return.",No return
95512,17,5,4309,4,8:38,BAL,20,41,YKW,YKW,BAL,4.0,2.0,YKW,69.0,47.0,22.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Bobby (R), K. of 47 yards.",Returned
199968,23,6,5629,1,4:49,CHI,3,0,AUS,CHI,AUS,4.0,3.0,CHI,64.0,62.0,2.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Sidekick (R), S. of 62 yards. No return.",No return
109842,18,4,4575,2,6:19,AUS,10,6,SJS,AUS,SJS,4.0,3.0,AUS,67.0,30.0,37.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Crisco, A. of 30 yards.",Returned
229834,24,13,6111,2,12:41,SJS,7,3,OCO,OCO,SJS,4.0,22.0,OCO,70.0,37.0,33.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Dasistwirklichseinnachname, A. of 37 yards.",Returned
128559,19,8,4842,1,4:07,AZ,3,7,PHI,PHI,AZ,4.0,3.0,PHI,73.0,72.0,1.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Frost, B. of 72 yards. No return.",No return
178761,22,3,5375,2,11:49,AZ,7,6,NO,NO,AZ,4.0,10.0,NO,62.0,59.0,3.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Prohaska, H. of 59 yards. No return.",No return
236155,25,1,6371,2,0:01,HON,10,14,AUS,HON,AUS,4.0,22.0,HON,60.0,0.0,60.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Powers, V. is BLOCKED BY Edmond, H.. No return.",No return
142065,1,11,14,1,8:09,BAL,0,3,YKW,BAL,YKW,4.0,18.0,BAL,66.0,46.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 66 yards. Touchback.",Touchback
353555,8,1,1881,3,3:54,SJS,10,30,BAL,BAL,SJS,4.0,2.0,BAL,78.0,42.0,36.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Turkleton, T. of 42 yards.",Returned
296441,3,10,313,1,2:08,LV,7,3,SJS,SJS,LV,4.0,10.0,SJS,91.0,36.0,55.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 36 yards.",Returned
55857,14,7,3229,2,2:47,YKW,7,13,SJS,YKW,SJS,4.0,16.0,YKW,93.0,37.0,56.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 37 yards. No return.",No return
334824,6,10,1615,2,1:04,SJS,6,17,PHI,PHI,SJS,4.0,2.0,PHI,72.0,56.0,16.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 56 yards. No return.",No return
296334,3,10,312,3,5:18,OCO,7,24,ARI,ARI,OCO,4.0,3.0,ARI,73.0,45.0,28.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Ronaldo, C. of 45 yards.",Returned
55796,14,7,3229,1,3:35,YKW,7,0,SJS,SJS,YKW,4.0,11.0,SJS,81.0,52.0,29.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Donaldson, N. of 52 yards. No return.",No return
55771,14,7,3229,1,11:11,YKW,0,0,SJS,SJS,YKW,4.0,7.0,SJS,77.0,50.0,27.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Donaldson, N. of 50 yards. No return.",No return
334725,6,10,1615,1,14:15,SJS,0,0,PHI,SJS,PHI,4.0,9.0,SJS,61.0,32.0,29.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 32 yards.",Returned
334735,6,10,1615,1,11:07,SJS,0,0,PHI,SJS,PHI,4.0,7.0,SJS,77.0,30.0,47.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 30 yards. No return.",No return
17719,11,6,2693,4,15:00,NO,27,17,SJS,NO,SJS,4.0,2.0,NO,76.0,57.0,19.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Meoff, B. of 57 yards. No return.",No return
334763,6,10,1615,1,1:54,SJS,0,3,PHI,SJS,PHI,4.0,16.0,SJS,61.0,41.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 61 yards. Touchback.",Touchback
17608,11,6,2693,1,3:09,NO,7,0,SJS,SJS,NO,4.0,10.0,SJS,80.0,42.0,38.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Corbett, K. of 42 yards.",Returned
336288,6,12,1622,1,1:27,YKW,7,13,PHI,YKW,PHI,4.0,14.0,YKW,73.0,53.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 73 yards. Touchback.",Touchback
334955,6,10,1616,1,13:43,YKW,0,0,AZ,YKW,AZ,4.0,8.0,YKW,79.0,60.0,19.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 60 yards. No return.",No return
296791,3,10,315,1,11:31,COL,0,6,BAL,COL,BAL,4.0,13.0,COL,90.0,62.0,28.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Kicksit, B. of 62 yards. No return.",No return
55377,14,6,3227,2,13:51,PHI,6,0,SJS,SJS,PHI,4.0,16.0,SJS,67.0,41.0,26.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Donaldson, N. of 41 yards.",Returned
334966,6,10,1616,1,10:19,YKW,0,0,AZ,YKW,AZ,4.0,7.0,YKW,77.0,31.0,46.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 31 yards.",Returned
55428,14,6,3227,2,1:19,PHI,6,7,SJS,PHI,SJS,4.0,10.0,PHI,90.0,52.0,38.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Fulture, K. of 52 yards.",Returned
334996,6,10,1616,1,3:40,YKW,0,7,AZ,YKW,AZ,4.0,29.0,YKW,82.0,34.0,48.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 34 yards.",Returned
55698,14,6,3228,3,3:07,COL,24,20,YKW,COL,YKW,4.0,2.0,COL,71.0,52.0,19.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Corbett, K. of 52 yards.",Returned
55748,14,6,3228,4,2:08,COL,24,27,YKW,YKW,COL,4.0,2.0,YKW,88.0,36.0,52.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 36 yards. No return.",No return
55725,14,6,3228,4,10:13,COL,24,20,YKW,COL,YKW,4.0,3.0,COL,79.0,43.0,36.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Corbett, K. of 43 yards. No return.",No return
335494,6,11,1618,2,4:40,OCO,16,10,PHI,PHI,OCO,4.0,10.0,PHI,91.0,48.0,43.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 48 yards.",Returned
296652,3,10,314,2,9:33,PHI,0,7,YKW,PHI,YKW,4.0,10.0,PHI,80.0,42.0,38.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 42 yards.",Returned
335208,6,10,1617,1,8:29,NO,0,0,COL,NO,COL,4.0,8.0,NO,78.0,45.0,33.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Leg, P. of 45 yards.",Returned
296632,3,10,314,1,0:29,PHI,0,7,YKW,PHI,YKW,4.0,10.0,PHI,89.0,53.0,36.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 53 yards.",Returned
16643,11,5,2688,4,0:10,OCO,10,26,YKW,YKW,OCO,4.0,3.0,YKW,64.0,44.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 64 yards. Touchback.",Touchback
51816,14,2,3210,2,4:18,OCO,21,14,BAL,BAL,OCO,4.0,10.0,BAL,77.0,31.0,46.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Frost, A. of 31 yards.",Returned
297914,3,12,320,2,7:59,BAL,10,3,ARI,ARI,BAL,4.0,18.0,ARI,84.0,43.0,41.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Ronaldo, C. of 43 yards. No return.",No return
297843,3,12,320,1,12:25,BAL,7,0,ARI,BAL,ARI,4.0,2.0,BAL,79.0,63.0,16.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Turkleton, T. of 63 yards. No return.",No return
51880,14,2,3210,3,2:51,OCO,28,24,BAL,OCO,BAL,4.0,2.0,OCO,67.0,50.0,17.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Anderson, A. of 50 yards. No return.",No return
297839,3,12,320,1,13:27,BAL,7,0,ARI,ARI,BAL,4.0,10.0,ARI,66.0,52.0,14.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Ronaldo, C. of 52 yards. No return.",No return
50777,14,1,3205,2,11:34,YKW,0,7,OCO,YKW,OCO,4.0,21.0,YKW,67.0,53.0,14.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 53 yards.",Returned
297867,3,12,320,1,5:39,BAL,7,0,ARI,BAL,ARI,4.0,3.0,BAL,73.0,31.0,42.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Turkleton, T. of 31 yards.",Returned
16625,11,5,2688,4,5:58,OCO,10,26,YKW,YKW,OCO,4.0,3.0,YKW,61.0,41.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 61 yards. Touchback.",Touchback
16881,11,5,2690,1,14:27,AZ,0,0,NO,AZ,NO,4.0,8.0,AZ,90.0,68.0,22.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 68 yards. No return.",No return
324006,5,12,1421,1,5:54,BAL,0,7,OCO,BAL,OCO,4.0,13.0,BAL,65.0,38.0,27.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Turkleton, T. of 38 yards. No return.",No return
50748,14,1,3205,1,3:54,YKW,0,0,OCO,YKW,OCO,4.0,8.0,YKW,71.0,52.0,19.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 52 yards. No return.",No return
16257,11,5,2687,1,4:55,SJS,0,7,BAL,SJS,BAL,4.0,14.0,SJS,82.0,41.0,41.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Corbett, K. of 41 yards.",Returned
297635,3,11,319,1,10:45,PHI,0,3,LV,PHI,LV,4.0,21.0,PHI,66.0,54.0,12.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 54 yards. No return.",No return
297649,3,11,319,1,7:06,PHI,0,3,LV,PHI,LV,4.0,15.0,PHI,76.0,65.0,11.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 65 yards.",Returned
296623,3,10,314,1,3:36,PHI,0,7,YKW,PHI,YKW,4.0,12.0,PHI,98.0,39.0,59.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 39 yards. No return.",No return
335260,6,10,1617,2,8:36,NO,7,14,COL,COL,NO,4.0,3.0,COL,69.0,35.0,34.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 35 yards.",Returned
16460,11,5,2688,1,5:16,OCO,0,3,YKW,YKW,OCO,4.0,2.0,YKW,72.0,36.0,36.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 36 yards.",Returned
16506,11,5,2688,2,5:05,OCO,3,6,YKW,YKW,OCO,4.0,3.0,YKW,91.0,42.0,49.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 42 yards.",Returned
280117,2,6,93,1,11:35,LV,0,3,BAL,LV,BAL,4.0,23.0,LV,88.0,56.0,32.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 56 yards.",Returned
4115,10,5,2541,1,3:45,NO,7,0,AZ,AZ,NO,4.0,19.0,AZ,60.0,40.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 60 yards. Touchback.",Touchback
18882,11,8,2699,1,9:24,BAL,3,0,YKW,BAL,YKW,4.0,3.0,BAL,70.0,50.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Turkleton, T. of 69 yards. Touchback.",Touchback
3654,10,5,2539,1,8:17,YKW,7,0,OCO,OCO,YKW,4.0,24.0,OCO,82.0,32.0,50.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Madlad, B. of 32 yards. No return.",No return
3345,10,4,2537,4,15:00,NO,21,31,COL,COL,NO,4.0,3.0,COL,71.0,51.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 70 yards. Touchback.",Touchback
3774,10,5,2539,3,4:40,YKW,24,3,OCO,YKW,OCO,4.0,2.0,YKW,64.0,33.0,31.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 33 yards. No return.",No return
333482,6,8,1609,2,14:31,SJS,6,6,COL,COL,SJS,4.0,9.0,COL,80.0,37.0,43.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 37 yards.",Returned
56422,14,7,3232,1,10:08,COL,0,0,OCO,COL,OCO,4.0,7.0,COL,77.0,52.0,25.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Corbett, K. of 52 yards.",Returned
280379,2,6,104,2,10:48,COL,13,7,ARI,ARI,COL,4.0,12.0,ARI,62.0,42.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Ronaldo, C. of 62 yards. Touchback.",Touchback
279323,2,5,80,2,11:49,LV,3,3,OCO,LV,OCO,4.0,9.0,LV,76.0,34.0,42.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 34 yards.",Returned
279365,2,5,80,2,0:52,LV,3,9,OCO,LV,OCO,4.0,13.0,LV,86.0,33.0,53.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 33 yards. No return.",No return
279350,2,5,80,2,3:25,LV,3,6,OCO,LV,OCO,4.0,10.0,LV,87.0,45.0,42.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 45 yards. No return.",No return
3932,10,5,2540,2,6:11,COL,6,16,PHI,PHI,COL,4.0,3.0,PHI,90.0,43.0,47.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Meoff, B. of 43 yards.",Returned
334330,6,9,1613,1,5:59,OCO,0,7,COL,OCO,COL,4.0,12.0,OCO,74.0,53.0,21.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Madlad, B. of 53 yards.",Returned
336292,6,12,1622,1,0:31,YKW,7,13,PHI,PHI,YKW,4.0,2.0,PHI,72.0,41.0,31.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 41 yards.",Returned
54297,14,5,3222,1,6:50,OCO,0,0,AZ,AZ,OCO,4.0,7.0,AZ,66.0,54.0,12.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 54 yards. No return.",No return
334403,6,9,1613,2,1:14,OCO,21,14,COL,COL,OCO,4.0,11.0,COL,71.0,36.0,35.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 36 yards. No return.",No return
5915,10,7,2549,2,8:11,PHI,3,10,YKW,PHI,YKW,4.0,10.0,PHI,91.0,61.0,30.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Meoff, B. of 61 yards. No return.",No return
5857,10,7,2549,1,7:29,PHI,3,0,YKW,YKW,PHI,4.0,11.0,YKW,91.0,35.0,56.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 35 yards.",Returned
5891,10,7,2549,2,13:31,PHI,3,7,YKW,PHI,YKW,4.0,12.0,PHI,78.0,42.0,36.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Meoff, B. of 42 yards. No return.",No return
5617,10,7,2548,1,11:08,OCO,7,0,COL,COL,OCO,4.0,10.0,COL,80.0,67.0,13.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 67 yards. No return.",No return
279483,2,5,86,1,7:20,COL,0,0,PHI,PHI,COL,4.0,9.0,PHI,65.0,64.0,1.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 64 yards. No return.",No return
334147,6,9,1612,2,10:46,PHI,3,10,SJS,PHI,SJS,4.0,18.0,PHI,74.0,53.0,21.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 53 yards. No return.",No return
338517,6,14,1632,2,14:20,YKW,7,7,BAL,BAL,YKW,4.0,9.0,BAL,98.0,54.0,44.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Turkleton, T. of 54 yards.",Returned
333790,6,9,1610,3,1:25,AZ,7,20,YKW,YKW,AZ,4.0,2.0,YKW,72.0,51.0,21.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 51 yards.",Returned
56441,14,7,3232,1,4:35,COL,3,0,OCO,OCO,COL,4.0,16.0,OCO,80.0,36.0,44.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Anderson, A. of 36 yards.",Returned
3326,10,4,2537,3,4:08,NO,14,31,COL,COL,NO,4.0,2.0,COL,60.0,40.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 60 yards. Touchback.",Touchback
333701,6,9,1610,2,15:00,AZ,0,7,YKW,AZ,YKW,4.0,17.0,AZ,74.0,54.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 54 yards. No return.",No return
280156,2,6,93,2,13:55,LV,0,3,BAL,LV,BAL,4.0,11.0,LV,73.0,52.0,21.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 52 yards.",Returned
280151,2,6,93,1,0:08,LV,0,3,BAL,BAL,LV,4.0,2.0,BAL,69.0,41.0,28.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Turkleton, T. of 41 yards.",Returned
56644,14,8,3233,1,11:16,OCO,7,0,YKW,YKW,OCO,4.0,19.0,YKW,77.0,35.0,42.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 35 yards.",Returned
280146,2,6,93,1,2:19,LV,0,3,BAL,LV,BAL,4.0,10.0,LV,75.0,52.0,23.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 52 yards. No return.",No return
335669,6,11,1619,2,8:54,NO,7,3,YKW,YKW,NO,4.0,16.0,YKW,83.0,40.0,43.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 40 yards.",Returned
280170,2,6,93,2,10:08,LV,0,3,BAL,LV,BAL,4.0,17.0,LV,63.0,49.0,14.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 49 yards. No return.",No return
335692,6,11,1619,2,1:54,NO,7,3,YKW,YKW,NO,4.0,12.0,YKW,82.0,47.0,35.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 47 yards.",Returned
4623,10,6,2543,3,4:03,OCO,10,13,AZ,AZ,OCO,4.0,2.0,AZ,72.0,35.0,37.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 35 yards.",Returned
335581,6,11,1618,4,8:40,OCO,23,13,PHI,OCO,PHI,4.0,2.0,OCO,74.0,60.0,14.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Madlad, B. of 60 yards.",Returned
335862,6,11,1620,2,14:26,COL,7,14,AZ,COL,AZ,4.0,15.0,COL,74.0,61.0,13.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 61 yards. No return.",No return
280581,2,6,111,2,11:24,YKW,9,14,SJS,YKW,SJS,4.0,10.0,YKW,65.0,45.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Booter, A. of 65 yards. Touchback.",Touchback
56853,14,8,3234,1,11:52,BAL,0,3,NO,BAL,NO,4.0,10.0,BAL,75.0,56.0,19.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Frost, A. of 56 yards.",Returned
4558,10,6,2543,2,7:04,OCO,7,10,AZ,AZ,OCO,4.0,3.0,AZ,76.0,48.0,28.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 48 yards.",Returned
56841,14,8,3234,1,14:28,BAL,0,0,NO,BAL,NO,4.0,7.0,BAL,80.0,39.0,41.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Frost, A. of 39 yards.",Returned
335823,6,11,1620,1,10:03,COL,0,7,AZ,COL,AZ,4.0,13.0,COL,64.0,44.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 64 yards. Touchback.",Touchback
280561,2,6,111,1,1:29,YKW,9,7,SJS,YKW,SJS,4.0,2.0,YKW,68.0,50.0,18.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Booter, A. of 50 yards. No return.",No return
333690,6,9,1610,1,3:09,AZ,0,7,YKW,AZ,YKW,4.0,15.0,AZ,84.0,43.0,41.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 43 yards.",Returned
3213,10,4,2537,1,3:35,NO,7,7,COL,COL,NO,4.0,9.0,COL,79.0,57.0,22.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by McCormick, M. of 57 yards.",Returned
280320,2,6,104,1,11:43,COL,7,0,ARI,ARI,COL,4.0,10.0,ARI,83.0,39.0,44.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Ronaldo, C. of 39 yards. No return.",No return
297899,3,12,320,2,11:36,BAL,7,3,ARI,ARI,BAL,4.0,17.0,ARI,92.0,51.0,41.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Ronaldo, C. of 51 yards.",Returned
18886,11,8,2699,1,8:37,BAL,3,0,YKW,YKW,BAL,4.0,17.0,YKW,87.0,55.0,32.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 55 yards.",Returned
60329,14,12,3250,3,7:24,AZ,0,48,OCO,OCO,AZ,4.0,2.0,OCO,72.0,37.0,35.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Anderson, A. of 37 yards.",Returned
13152,11,1,2673,1,2:30,SJS,0,3,OCO,OCO,SJS,4.0,3.0,OCO,73.0,55.0,18.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by (R) Anderson, A. of 55 yards. No return.",No return
15290,11,3,2682,4,4:32,OCO,23,14,PHI,OCO,PHI,4.0,3.0,OCO,62.0,42.0,20.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by (R) Anderson, A. of 42 yards. No return.",No return
15334,11,4,2683,1,9:48,PHI,7,0,AZ,AZ,PHI,4.0,10.0,AZ,87.0,63.0,24.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 63 yards. No return.",No return
15338,11,4,2683,1,8:42,PHI,7,0,AZ,PHI,AZ,4.0,2.0,PHI,68.0,65.0,3.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by (R) Fulture, K. of 65 yards. No return.",No return
15342,11,4,2683,1,7:24,PHI,7,0,AZ,AZ,PHI,4.0,12.0,AZ,99.0,36.0,63.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Jackson, D. of 36 yards.",Returned
299939,3,14,329,3,8:30,YKW,19,14,OCO,YKW,OCO,4.0,2.0,YKW,62.0,59.0,3.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Booter, A. of 59 yards. No return.",No return
325238,5,14,1426,4,8:44,AZ,20,38,BAL,BAL,AZ,4.0,3.0,BAL,92.0,43.0,49.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Turkleton, T. of 43 yards.",Returned
15552,11,4,2684,1,9:57,BAL,0,0,OCO,OCO,BAL,4.0,8.0,OCO,67.0,37.0,30.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by (R) Anderson, A. of 37 yards. No return.",No return
325273,5,14,1427,1,14:01,OCO,0,0,PHI,PHI,OCO,4.0,7.0,PHI,70.0,59.0,11.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 59 yards. No return.",No return
325580,5,14,1428,3,13:02,LV,6,21,SJS,SJS,LV,4.0,2.0,SJS,67.0,51.0,16.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Blewitt, I. of 51 yards. No return.",No return
13187,11,1,2673,2,5:31,SJS,7,3,OCO,SJS,OCO,4.0,3.0,SJS,69.0,51.0,18.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Corbett, K. of 51 yards. No return.",No return
13026,11,1,2672,3,13:42,AZ,3,21,COL,COL,AZ,4.0,2.0,COL,83.0,53.0,30.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Leg, P. of 53 yards.",Returned
325492,5,14,1428,1,7:36,LV,0,0,SJS,LV,SJS,4.0,8.0,LV,78.0,35.0,43.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Kicksit, B. of 35 yards. No return.",No return
52836,14,3,3215,2,4:59,BAL,14,13,YKW,YKW,BAL,4.0,10.0,YKW,74.0,56.0,18.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Forfeit, N. of 56 yards.",Returned
300041,3,14,330,1,8:35,BAL,7,0,PHI,PHI,BAL,4.0,33.0,PHI,88.0,43.0,45.0,0.8,13322.0,45.59730293217407,35.92790289558351,"Punt by Harris, S. of 43 yards.",Returned
